snapshot_time_utc,model_version,calibration_method,Date,Season,HomeTeam,AwayTeam,home_win_probability,draw_probability,away_win_probability,favorite,favorite_probability
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-02,2026/27,Brentford,Crystal Palace,0.7481696009635925,0.130419060587883,0.12141132354736328,H,0.7481696009635925
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-02,2026/27,Leeds,Everton,0.4268554151058197,0.23388488590717316,0.33925971388816833,H,0.4268554151058197
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-02,2026/27,Man City,Tottenham,0.5526250600814819,0.3336130380630493,0.11376183480024338,H,0.5526250600814819
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-02,2026/27,Nott'm Forest,Fulham,0.6250349879264832,0.18990957736968994,0.18505540490150452,H,0.6250349879264832
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-02,2026/27,Sunderland,Hull,0.6234236359596252,0.18638232350349426,0.1901940405368805,H,0.6234236359596252
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-02,2026/27,Liverpool,Coventry,0.6984719038009644,0.1777106672525406,0.12381743639707565,H,0.6984719038009644
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Everton,Aston Villa,0.7246371507644653,0.1447240114212036,0.13063885271549225,H,0.7246371507644653
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Arsenal,Brentford,0.5194613337516785,0.12654918432235718,0.35398948192596436,H,0.5194613337516785
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Brighton,Bournemouth,0.7031850218772888,0.108356773853302,0.18845820426940918,H,0.7031850218772888
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Crystal Palace,Chelsea,0.3135562539100647,0.19017168879508972,0.49627208709716797,A,0.49627208709716797
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Fulham,Tottenham,0.4772518277168274,0.25353994965553284,0.26920828223228455,H,0.4772518277168274
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Ipswich,Coventry,0.5658040642738342,0.21306683123111725,0.2211291342973709,H,0.5658040642738342
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Man United,Newcastle,0.8124472498893738,0.0799456387758255,0.1076071634888649,H,0.8124472498893738
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Nott'm Forest,Hull,0.7130357623100281,0.11471042782068253,0.1722537875175476,H,0.7130357623100281
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Sunderland,Liverpool,0.5357886552810669,0.1552099585533142,0.3090013861656189,H,0.5357886552810669
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-06,2026/27,Leeds,Man City,0.3151871860027313,0.26437273621559143,0.420440137386322,A,0.420440137386322
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Coventry,Everton,0.2788563668727875,0.18456532061100006,0.536578357219696,A,0.536578357219696
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Aston Villa,Man United,0.19988366961479187,0.17520804703235626,0.6249082684516907,A,0.6249082684516907
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Bournemouth,Ipswich,0.602791428565979,0.17814387381076813,0.21906474232673645,H,0.602791428565979
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Brentford,Brighton,0.4225015640258789,0.19082054495811462,0.3866778314113617,H,0.4225015640258789
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Chelsea,Sunderland,0.485870361328125,0.165342316031456,0.3487872779369354,H,0.485870361328125
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Liverpool,Crystal Palace,0.6310910582542419,0.165710911154747,0.20319801568984985,H,0.6310910582542419
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Man City,Nott'm Forest,0.4828527867794037,0.24027840793132782,0.2768687903881073,H,0.4828527867794037
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Newcastle,Fulham,0.31180793046951294,0.24700389802455902,0.44118815660476685,A,0.44118815660476685
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Tottenham,Leeds,0.332956999540329,0.2500660717487335,0.4169769585132599,A,0.4169769585132599
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-16,2026/27,Hull,Arsenal,0.22225810587406158,0.3015573024749756,0.476184606552124,A,0.476184606552124
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Everton,Brentford,0.4833269715309143,0.20325815677642822,0.31341490149497986,H,0.4833269715309143
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Arsenal,Newcastle,0.6789348721504211,0.14310184121131897,0.1779632866382599,H,0.6789348721504211
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Brighton,Man City,0.43412986397743225,0.2628530263900757,0.30301716923713684,H,0.43412986397743225
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Crystal Palace,Tottenham,0.3424932658672333,0.35004663467407227,0.30746009945869446,D,0.35004663467407227
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Fulham,Aston Villa,0.6148421764373779,0.21316087245941162,0.17199695110321045,H,0.6148421764373779
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Ipswich,Hull,0.42183244228363037,0.2921411395072937,0.2860264480113983,H,0.42183244228363037
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Man United,Liverpool,0.6511799097061157,0.13875773549079895,0.21006238460540771,H,0.6511799097061157
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Nott'm Forest,Bournemouth,0.46273985505104065,0.17194689810276031,0.3653132915496826,H,0.46273985505104065
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Sunderland,Coventry,0.62743079662323,0.1592778116464615,0.21329140663146973,H,0.62743079662323
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-23,2026/27,Leeds,Chelsea,0.3901403546333313,0.23037424683570862,0.37948542833328247,H,0.3901403546333313
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Aston Villa,Ipswich,0.34340375661849976,0.18137317895889282,0.4752230942249298,A,0.4752230942249298
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Bournemouth,Fulham,0.5183029770851135,0.23011167347431183,0.25158536434173584,H,0.5183029770851135
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Brentford,Man United,0.35408633947372437,0.22324267029762268,0.42267102003097534,A,0.42267102003097534
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Chelsea,Nott'm Forest,0.4334191381931305,0.21780313551425934,0.348777711391449,H,0.4334191381931305
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Coventry,Leeds,0.3113519549369812,0.2332475334405899,0.4554005563259125,A,0.4554005563259125
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Hull,Crystal Palace,0.5156954526901245,0.20230524241924286,0.28199926018714905,H,0.5156954526901245
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Liverpool,Everton,0.45280566811561584,0.20893076062202454,0.338263601064682,H,0.45280566811561584
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Man City,Arsenal,0.34705573320388794,0.27844876050949097,0.3744954764842987,A,0.3744954764842987
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Newcastle,Brighton,0.23569953441619873,0.2084011733531952,0.5558993220329285,A,0.5558993220329285
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-01-30,2026/27,Tottenham,Sunderland,0.31461796164512634,0.20446741580963135,0.4809146523475647,A,0.4809146523475647
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Fulham,Man City,0.2709760069847107,0.23749031126499176,0.49153372645378113,A,0.49153372645378113
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Arsenal,Liverpool,0.5065374374389648,0.15264715254306793,0.3408154249191284,H,0.5065374374389648
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Brighton,Hull,0.7744120359420776,0.10425035655498505,0.12133762985467911,H,0.7744120359420776
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Crystal Palace,Coventry,0.4898141324520111,0.2129150629043579,0.29727083444595337,H,0.4898141324520111
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Everton,Newcastle,0.7312896251678467,0.11983239650726318,0.14887796342372894,H,0.7312896251678467
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Leeds,Bournemouth,0.37446826696395874,0.20911936461925507,0.416412353515625,A,0.416412353515625
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Man United,Chelsea,0.6572673916816711,0.10425551980733871,0.23847711086273193,H,0.6572673916816711
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Nott'm Forest,Brentford,0.507161021232605,0.14442534744739532,0.3484136164188385,H,0.507161021232605
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Sunderland,Aston Villa,0.6369909644126892,0.18105961382389069,0.1819494217634201,H,0.6369909644126892
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-06,2026/27,Ipswich,Tottenham,0.3975302278995514,0.3451839089393616,0.2572858929634094,H,0.3975302278995514
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Everton,Leeds,0.688545286655426,0.1283009648323059,0.18315376341342926,H,0.688545286655426
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Fulham,Nott'm Forest,0.3202468752861023,0.21699431538581848,0.4627588391304016,A,0.4627588391304016
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Aston Villa,Bournemouth,0.27905765175819397,0.14705628156661987,0.5738860964775085,A,0.5738860964775085
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Coventry,Liverpool,0.2903318405151367,0.17581218481063843,0.5338559746742249,A,0.5338559746742249
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Crystal Palace,Brentford,0.25895410776138306,0.17076566815376282,0.5702801942825317,A,0.5702801942825317
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Hull,Sunderland,0.3892365097999573,0.18531104922294617,0.42545247077941895,A,0.42545247077941895
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Ipswich,Arsenal,0.2159348428249359,0.21820831298828125,0.5658568739891052,A,0.5658568739891052
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Man United,Brighton,0.6269194483757019,0.1116817370057106,0.2613988220691681,H,0.6269194483757019
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Newcastle,Chelsea,0.34880706667900085,0.16644637286663055,0.4847466051578522,A,0.4847466051578522
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-10,2026/27,Tottenham,Man City,0.2668226957321167,0.17899541556835175,0.5541818737983704,A,0.5541818737983704
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Brentford,Coventry,0.7508346438407898,0.10550203174352646,0.14366337656974792,H,0.7508346438407898
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Brighton,Tottenham,0.705504834651947,0.16033802926540375,0.13415709137916565,H,0.705504834651947
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Arsenal,Fulham,0.5046295523643494,0.2679477334022522,0.2274227738380432,H,0.5046295523643494
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Bournemouth,Crystal Palace,0.6151823997497559,0.16783620417118073,0.21698139607906342,H,0.6151823997497559
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Chelsea,Ipswich,0.5554292798042297,0.16564172506332397,0.2789290249347687,H,0.5554292798042297
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Leeds,Aston Villa,0.5536355972290039,0.22938397526741028,0.2169804871082306,H,0.5536355972290039
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Nott'm Forest,Man United,0.4248329997062683,0.1566833257675171,0.4184836447238922,H,0.4248329997062683
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Sunderland,Everton,0.4843824505805969,0.17885352671146393,0.33676403760910034,H,0.4843824505805969
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Liverpool,Hull,0.6038954854011536,0.19926884770393372,0.19683566689491272,H,0.6038954854011536
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-20,2026/27,Man City,Newcastle,0.6835792064666748,0.15195360779762268,0.16446718573570251,H,0.6835792064666748
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Fulham,Leeds,0.44041046500205994,0.2320462316274643,0.3275432884693146,H,0.44041046500205994
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Aston Villa,Chelsea,0.24461629986763,0.21569664776325226,0.5396870970726013,A,0.5396870970726013
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Coventry,Bournemouth,0.3004516065120697,0.2329435497522354,0.4666048586368561,A,0.4666048586368561
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Crystal Palace,Sunderland,0.2562350034713745,0.24399013817310333,0.49977490305900574,A,0.49977490305900574
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Everton,Nott'm Forest,0.45154058933258057,0.2435108721256256,0.3049485683441162,H,0.45154058933258057
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Ipswich,Brighton,0.19329705834388733,0.28648197650909424,0.520220935344696,A,0.520220935344696
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Man United,Arsenal,0.4430626928806305,0.2337651550769806,0.3231721520423889,H,0.4430626928806305
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Newcastle,Brentford,0.29163962602615356,0.21708951890468597,0.49127084016799927,A,0.49127084016799927
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Tottenham,Liverpool,0.2599770128726959,0.2922702431678772,0.44775280356407166,A,0.44775280356407166
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-02-27,2026/27,Hull,Man City,0.26127704977989197,0.3125133812427521,0.42620959877967834,A,0.42620959877967834
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Brighton,Fulham,0.6759700179100037,0.15548521280288696,0.168544739484787,H,0.6759700179100037
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Arsenal,Crystal Palace,0.6334215998649597,0.17283937335014343,0.19373904168605804,H,0.6334215998649597
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Bournemouth,Tottenham,0.5633586049079895,0.23593446612358093,0.20070692896842957,H,0.5633586049079895
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Brentford,Ipswich,0.6573699712753296,0.1344212293624878,0.208208829164505,H,0.6573699712753296
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Chelsea,Coventry,0.6574980020523071,0.15330396592617035,0.1891981065273285,H,0.6574980020523071
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Leeds,Hull,0.5559996962547302,0.194418266415596,0.24958205223083496,H,0.5559996962547302
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Man City,Everton,0.5779340267181396,0.1605980545282364,0.26146799325942993,H,0.5779340267181396
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Nott'm Forest,Newcastle,0.7421595454216003,0.10431210696697235,0.1535283327102661,H,0.7421595454216003
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Sunderland,Man United,0.4813634753227234,0.15539997816085815,0.36323657631874084,H,0.4813634753227234
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-03,2026/27,Liverpool,Aston Villa,0.6473129987716675,0.20568333566188812,0.14700372517108917,H,0.6473129987716675
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Aston Villa,Hull,0.3217718005180359,0.225709930062294,0.4525182545185089,A,0.4525182545185089
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Bournemouth,Newcastle,0.6280643343925476,0.1635797917842865,0.2083558887243271,H,0.6280643343925476
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Chelsea,Arsenal,0.2848823368549347,0.2668823003768921,0.44823530316352844,A,0.44823530316352844
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Coventry,Man City,0.19968955218791962,0.19744037091732025,0.6028701066970825,A,0.6028701066970825
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Crystal Palace,Fulham,0.29010722041130066,0.24738271534442902,0.46251001954078674,A,0.46251001954078674
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Leeds,Brighton,0.3457185626029968,0.22990897297859192,0.42437246441841125,A,0.42437246441841125
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Liverpool,Ipswich,0.53155118227005,0.2558470368385315,0.2126017063856125,H,0.53155118227005
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Man United,Everton,0.6445322036743164,0.12771455943584442,0.22775322198867798,H,0.6445322036743164
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Sunderland,Brentford,0.4985553026199341,0.15575197339057922,0.3456927239894867,H,0.4985553026199341
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-13,2026/27,Tottenham,Nott'm Forest,0.24997560679912567,0.2478654682636261,0.5021589398384094,A,0.5021589398384094
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Arsenal,Sunderland,0.4810202717781067,0.1723552942276001,0.3466244041919708,H,0.4810202717781067
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Brentford,Bournemouth,0.46914368867874146,0.18960368633270264,0.3412526845932007,H,0.46914368867874146
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Brighton,Coventry,0.7921913862228394,0.09806246310472488,0.10974616557359695,H,0.7921913862228394
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Everton,Tottenham,0.5665974020957947,0.2331087440252304,0.2002938836812973,H,0.5665974020957947
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Fulham,Liverpool,0.34846022725105286,0.22703014314174652,0.42450961470603943,A,0.42450961470603943
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Hull,Chelsea,0.37160420417785645,0.2365497201681137,0.39184603095054626,A,0.39184603095054626
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Ipswich,Crystal Palace,0.4512876272201538,0.2644580602645874,0.2842543423175812,H,0.4512876272201538
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Man City,Man United,0.48399919271469116,0.18643178045749664,0.329569011926651,H,0.48399919271469116
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Newcastle,Leeds,0.37091588973999023,0.2566738426685333,0.37241023778915405,A,0.37241023778915405
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-03-20,2026/27,Nott'm Forest,Aston Villa,0.7319326996803284,0.13490553200244904,0.1331617385149002,H,0.7319326996803284
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Aston Villa,Brighton,0.15478768944740295,0.2073792964220047,0.6378329992294312,A,0.6378329992294312
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Bournemouth,Man City,0.3812762498855591,0.2865265905857086,0.3321971595287323,H,0.3812762498855591
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Chelsea,Fulham,0.46671155095100403,0.22920675575733185,0.3040817081928253,H,0.46671155095100403
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Coventry,Arsenal,0.15459632873535156,0.2907002866268158,0.5547033548355103,A,0.5547033548355103
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Crystal Palace,Everton,0.23462362587451935,0.24681034684181213,0.5185660123825073,A,0.5185660123825073
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Leeds,Nott'm Forest,0.3117446303367615,0.2694643437862396,0.4187910854816437,A,0.4187910854816437
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Liverpool,Newcastle,0.6373006105422974,0.1854822039604187,0.17721723020076752,H,0.6373006105422974
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Man United,Hull,0.7724144458770752,0.10403649508953094,0.12354902178049088,H,0.7724144458770752
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Sunderland,Ipswich,0.5611726641654968,0.17377892136573792,0.2650483548641205,H,0.5611726641654968
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-10,2026/27,Tottenham,Brentford,0.27997198700904846,0.26288750767707825,0.4571404755115509,A,0.4571404755115509
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Arsenal,Aston Villa,0.6843778491020203,0.15366767346858978,0.16195449233055115,H,0.6843778491020203
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Brentford,Leeds,0.6603565216064453,0.15780317783355713,0.18184033036231995,H,0.6603565216064453
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Brighton,Chelsea,0.6403626799583435,0.1357966810464859,0.2238406389951706,H,0.6403626799583435
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Everton,Bournemouth,0.4594559371471405,0.19168934226036072,0.34885475039482117,H,0.4594559371471405
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Fulham,Sunderland,0.3693474233150482,0.20635013282299042,0.42430245876312256,A,0.42430245876312256
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Hull,Coventry,0.6064893007278442,0.17935733497142792,0.21415333449840546,H,0.6064893007278442
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Ipswich,Man United,0.21470066905021667,0.26850616931915283,0.5167931914329529,A,0.5167931914329529
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Man City,Crystal Palace,0.5943520665168762,0.23089367151260376,0.1747542768716812,H,0.5943520665168762
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Newcastle,Tottenham,0.3792971670627594,0.34053167700767517,0.28017115592956543,H,0.3792971670627594
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-17,2026/27,Nott'm Forest,Liverpool,0.48530957102775574,0.17632651329040527,0.3383638858795166,H,0.48530957102775574
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Aston Villa,Coventry,0.4363595247268677,0.22143417596817017,0.34220629930496216,H,0.4363595247268677
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Bournemouth,Arsenal,0.310251921415329,0.27232882380485535,0.41741928458213806,A,0.41741928458213806
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Brentford,Fulham,0.5249453783035278,0.20681607723236084,0.26823851466178894,H,0.5249453783035278
