snapshot_time_utc,model_version,calibration_method,Date,Season,HomeTeam,AwayTeam,home_win_probability,draw_probability,away_win_probability,favorite,favorite_probability
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Chelsea,Man City,0.29400813579559326,0.2515115737915039,0.45448029041290283,A,0.45448029041290283
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Everton,Brighton,0.41762277483940125,0.18921737372875214,0.3931598365306854,H,0.41762277483940125
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Leeds,Liverpool,0.4062059223651886,0.20090489089488983,0.39288923144340515,H,0.4062059223651886
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Man United,Crystal Palace,0.780816376209259,0.08374133706092834,0.13544230163097382,H,0.780816376209259
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Newcastle,Ipswich,0.4418278932571411,0.18901261687278748,0.369159460067749,H,0.4418278932571411
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Nott'm Forest,Sunderland,0.5125376582145691,0.1301361620426178,0.3573262393474579,H,0.5125376582145691
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-04-24,2026/27,Tottenham,Hull,0.44568511843681335,0.2186031937599182,0.33571168780326843,H,0.44568511843681335
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Arsenal,Tottenham,0.5484855771064758,0.2574611008167267,0.1940533071756363,H,0.5484855771064758
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Fulham,Everton,0.3775953948497772,0.19723790884017944,0.4251667559146881,A,0.4251667559146881
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Coventry,Man United,0.25317811965942383,0.17782272398471832,0.568999171257019,A,0.568999171257019
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Crystal Palace,Aston Villa,0.525251567363739,0.24052384495735168,0.2342245876789093,H,0.525251567363739
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Brighton,Nott'm Forest,0.6220847368240356,0.17514443397521973,0.20277085900306702,H,0.6220847368240356
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Hull,Bournemouth,0.3539421260356903,0.21515876054763794,0.43089911341667175,A,0.43089911341667175
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Ipswich,Leeds,0.3811798691749573,0.2673829197883606,0.3514372408390045,H,0.3811798691749573
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Sunderland,Newcastle,0.6004762649536133,0.1590041071176529,0.2405196577310562,H,0.6004762649536133
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Man City,Brentford,0.585877001285553,0.14515575766563416,0.26896724104881287,H,0.585877001285553
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-01,2026/27,Liverpool,Chelsea,0.4630573093891144,0.19031916558742523,0.3466235399246216,H,0.4630573093891144
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Bournemouth,Man United,0.4746191203594208,0.1697867512702942,0.3555941581726074,H,0.4746191203594208
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Brentford,Aston Villa,0.7314326763153076,0.13839839398860931,0.13016891479492188,H,0.7314326763153076
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Brighton,Sunderland,0.6847350001335144,0.1166476234793663,0.1986173689365387,H,0.6847350001335144
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Everton,Hull,0.6959831714630127,0.13473957777023315,0.16927722096443176,H,0.6959831714630127
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Fulham,Ipswich,0.5051538944244385,0.1952960193157196,0.29955005645751953,H,0.5051538944244385
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Leeds,Arsenal,0.23537246882915497,0.2958354949951172,0.46879205107688904,A,0.46879205107688904
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Man City,Liverpool,0.5851239562034607,0.15696139633655548,0.257914662361145,H,0.5851239562034607
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Newcastle,Coventry,0.5606094002723694,0.18495933711528778,0.25443124771118164,H,0.5606094002723694
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Nott'm Forest,Crystal Palace,0.6918017864227295,0.12289286404848099,0.18530532717704773,H,0.6918017864227295
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-08,2026/27,Tottenham,Chelsea,0.35406333208084106,0.21190015971660614,0.434036523103714,A,0.434036523103714
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Arsenal,Nott'm Forest,0.39194875955581665,0.23955212533473969,0.36849915981292725,H,0.39194875955581665
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Crystal Palace,Brighton,0.19579151272773743,0.18181975185871124,0.6223887205123901,A,0.6223887205123901
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Chelsea,Everton,0.48069363832473755,0.180704265832901,0.33860209584236145,H,0.48069363832473755
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Coventry,Tottenham,0.4085314869880676,0.28614097833633423,0.30532753467559814,H,0.4085314869880676
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Aston Villa,Newcastle,0.3601863384246826,0.22284948825836182,0.41696417331695557,A,0.41696417331695557
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Hull,Fulham,0.3683854043483734,0.27586978673934937,0.35574477910995483,H,0.3683854043483734
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Ipswich,Man City,0.23007623851299286,0.19717822968959808,0.5727455615997314,A,0.5727455615997314
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Sunderland,Bournemouth,0.499967098236084,0.18271923065185547,0.31731364130973816,H,0.499967098236084
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Man United,Leeds,0.7623006105422974,0.09686820954084396,0.14083117246627808,H,0.7623006105422974
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-15,2026/27,Liverpool,Brentford,0.476550817489624,0.19117529690265656,0.3322739005088806,H,0.476550817489624
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Fulham,Coventry,0.5932804942131042,0.19148769974708557,0.215231791138649,H,0.5932804942131042
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Bournemouth,Chelsea,0.5076873898506165,0.19367057085037231,0.298642098903656,H,0.5076873898506165
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Brighton,Liverpool,0.6373464465141296,0.15524618327617645,0.20740734040737152,H,0.6373464465141296
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Everton,Arsenal,0.34232357144355774,0.2812875211238861,0.3763889670372009,A,0.3763889670372009
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Brentford,Hull,0.6919143199920654,0.14871475100517273,0.15937091410160065,H,0.6919143199920654
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Leeds,Sunderland,0.366283655166626,0.2303609848022461,0.40335536003112793,A,0.40335536003112793
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Man City,Aston Villa,0.673954963684082,0.180576890707016,0.14546817541122437,H,0.673954963684082
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Nott'm Forest,Ipswich,0.6488834619522095,0.1272812932729721,0.2238352745771408,H,0.6488834619522095
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Tottenham,Man United,0.22262413799762726,0.29643136262893677,0.48094451427459717,A,0.48094451427459717
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-23,2026/27,Newcastle,Crystal Palace,0.46881139278411865,0.2222803235054016,0.30890828371047974,H,0.46881139278411865
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Liverpool,Bournemouth,0.4355732798576355,0.22513331472873688,0.3392934203147888,H,0.4355732798576355
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Man United,Fulham,0.6876929998397827,0.1317264586687088,0.18058057129383087,H,0.6876929998397827
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Arsenal,Brighton,0.46539416909217834,0.1771838515996933,0.3574219346046448,H,0.46539416909217834
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Aston Villa,Tottenham,0.34906888008117676,0.3111298680305481,0.33980125188827515,H,0.34906888008117676
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Chelsea,Brentford,0.48478376865386963,0.17542006075382233,0.33979615569114685,H,0.48478376865386963
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Coventry,Nott'm Forest,0.21601802110671997,0.25794246792793274,0.5260394811630249,A,0.5260394811630249
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Crystal Palace,Leeds,0.2842440903186798,0.2766163945198059,0.43913957476615906,A,0.43913957476615906
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Hull,Newcastle,0.5365933775901794,0.2237197756767273,0.23968683183193207,H,0.5365933775901794
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Ipswich,Everton,0.2799778878688812,0.25818416476249695,0.4618379771709442,A,0.4618379771709442
2026-09-25T15:21:32.088568+00:00,xg_schedule_elo_shot_volume,raw,2027-05-30,2026/27,Sunderland,Man City,0.32817718386650085,0.2804563641548157,0.39136645197868347,A,0.39136645197868347
