model_name,accuracy,log_loss,brier_score,calibration_score,ece,train_period,test_period
current_model,0.4822429906542056,1.0571677970852722,0.6366127336689272,0.047456571274085944,0.04745657127408595,2019-08-09 to 2025-01-25,2025-01-26 to 2026-05-24
current_model_plus_venue_specific,0.4542056074766355,1.0622943001645633,0.6391592602075415,0.04471529251968378,0.04471529251968378,2019-08-09 to 2025-01-25,2025-01-26 to 2026-05-24
