,home_xg_avg,away_xg_avg,home_xga_avg,away_xga_avg,home_xg_diff,away_xg_diff,home_xg_attack_rating,away_xg_attack_rating,home_xg_defense_rating,away_xg_defense_rating,home_attack_vs_away_defense,away_attack_vs_home_defense,attack_defense_matchup_score,home_xg_attack_rating_last5,away_xg_attack_rating_last5,home_xg_defense_rating_last5,away_xg_defense_rating_last5,home_xg_attack_rating_last10,away_xg_attack_rating_last10,home_xg_defense_rating_last10,away_xg_defense_rating_last10,home_xg_attack_rating_season,away_xg_attack_rating_season,home_xg_defense_rating_season,away_xg_defense_rating_season,expected_home_goals_model,expected_away_goals_model,expected_goal_diff_model,poisson_home_win_prob,poisson_draw_prob,poisson_away_win_prob
home_xg_attack_rating_season,0.34600770915765466,-0.0066318594091812014,-0.16934313693334155,0.06230767775185043,0.3186959905262447,-0.04117346431486221,0.761268151694727,-0.008394864050773772,-0.3408936243756127,0.03369231556852256,0.5461138708316419,-0.21856269106578854,0.46591929944544114,0.767203244835937,-0.023592893804032358,-0.3512772369043543,0.02713456167605025,0.8489177820242413,-0.019696262479481794,-0.42128556082055857,0.02305321460738404,1.0,-0.010270743524912336,-0.45632387296737276,0.03185387363599038,0.5525410953774907,-0.2215016401158113,0.49722999199924245,0.5198095853313562,-0.3498433591920198,-0.4558477787111831
away_xg_attack_rating_season,-0.025317312975775035,0.33289402715769034,0.02513137848273817,-0.13428952230299745,-0.030974477917817725,0.28803338010718155,0.006562660822588047,0.7620364946466487,0.008345127348089707,-0.34701431180023223,-0.22007259901955986,0.5450353311050392,-0.47819677747587447,0.0010696638415785286,0.7566306060449252,0.012162468843385763,-0.34965364768122353,-0.004536062909405613,0.8364853446088094,0.014342017555242037,-0.41518744432676213,-0.010270743524912336,1.0,0.001519844009401306,-0.45986339292267386,-0.22055274481114298,0.5419799914025557,-0.44890724274649096,-0.43203550531244866,-0.08729963928928158,0.4951749146389281
home_xg_defense_rating_season,-0.1986192269007857,0.04169754567006897,0.3000723414520857,-0.03906572843466631,-0.3048384327208027,0.04929699284875347,-0.37160249793351074,0.01151632131534972,0.7097548193838173,-0.025177962966404527,-0.2729532410298673,0.45844795800789806,-0.4548261301124754,-0.3774166310950156,0.01743506557955015,0.7053968843488141,-0.016630470220115386,-0.4235537509574453,0.022551375714329545,0.7978225917093026,-0.015550182577740865,-0.45632387296737276,0.001519844009401306,1.0,-0.02217407755814202,-0.2806375790357642,0.4598501642017335,-0.4443307655821784,-0.4397053711521819,0.033279750482980174,0.46639658032187087
away_xg_defense_rating_season,0.032445233487544134,-0.21333062801035874,-0.012952212889443123,0.2908465238439622,0.028125348042211562,-0.3062738607067633,0.011194555489787173,-0.3965006522789923,-0.012153605683331693,0.7207943306281138,0.4731659258470948,-0.29295410144279793,0.4695223583280118,0.007766957571965318,-0.39460939416729035,-0.0067376526645757575,0.723986655505779,0.0223021969833411,-0.4466621913252514,-0.024780261729297894,0.8103019663458011,0.03185387363599038,-0.45986339292267386,-0.02217407755814202,1.0,0.4772628976131846,-0.29632094435044737,0.4874604862503398,0.49812124996246143,-0.23046947004113122,-0.46905946921791936
expected_home_goals_model,0.3031931704687933,-0.10207412529018993,-0.09360983554612187,0.3114792751210782,0.24634535762187298,-0.24894036437476158,0.7175925848019908,-0.23013004063711778,-0.2436577842665103,0.6772088572279142,0.9879960279084631,-0.3119453389660327,0.7898629421011977,0.6574507005068948,-0.23476801128670924,-0.24351125073380653,0.6076712244522042,0.6090520740877565,-0.24397149221998496,-0.2826289246216806,0.538220210412676,0.5525410953774907,-0.22055274481114298,-0.2806375790357642,0.4772628976131846,1.0,-0.313220753179161,0.8514975108668871,0.8647645994765192,-0.672858562472848,-0.7304086430354612
expected_away_goals_model,-0.09973857117445308,0.3269749396187403,0.29278327587091973,-0.12652671397100304,-0.23846205189948572,0.2797179354822384,-0.20469923244254584,0.7305713829966614,0.6580481429614928,-0.27396537499828433,-0.3150091145197289,0.9950854018510221,-0.8210924390452785,-0.2042412080895613,0.6700011999616179,0.6051183393844789,-0.2587956077778335,-0.21438730216570945,0.6186341724985145,0.5284859205710213,-0.29375846542634876,-0.2215016401158113,0.5419799914025557,0.4598501642017335,-0.29632094435044737,-0.313220753179161,1.0,-0.7646797915139545,-0.705486350615112,-0.23655505215369435,0.8375051310356338
expected_goal_diff_model,0.2608031510546226,-0.2497995978088112,-0.22517744861019948,0.28121659511677694,0.2988238729092255,-0.3233638444597459,0.5999492024773956,-0.5595352414038041,-0.5286714157112193,0.6107913821950435,0.8443395842582517,-0.7611007954049398,0.9893253553810882,0.5588867256456044,-0.5292390027449079,-0.49934720366801805,0.555230397481679,0.5316476781553392,-0.5071221654140907,-0.4835787044014429,0.5274085287685466,0.49722999199924245,-0.44890724274649096,-0.4443307655821784,0.4874604862503398,0.8514975108668871,-0.7646797915139545,1.0,0.9763192508342637,-0.32595956895120143,-0.958044478334311
poisson_home_win_prob,0.2680880312462728,-0.23938343750049282,-0.20807473069713672,0.28056249985544324,0.29311468983031347,-0.3164595596570583,0.6195700846548206,-0.5222380263732195,-0.5075701925613849,0.6237191521271589,0.8505403257208453,-0.6974933375377529,0.9526096485341013,0.5793544744085679,-0.5007107540756939,-0.48279059287839887,0.568297258889606,0.5550828661817319,-0.4839657532193236,-0.4766095496857424,0.5351869624664565,0.5198095853313562,-0.43203550531244866,-0.4397053711521819,0.49812124996246143,0.8647645994765192,-0.705486350615112,0.9763192508342637,1.0,-0.40433303319893804,-0.9596049905970525
poisson_draw_prob,-0.19217817698416542,-0.06858986084322898,-0.048522328832186705,-0.1652240231503143,-0.09133642228085972,0.05527606566678615,-0.4834611633219972,-0.162388735722689,-0.06778829949737648,-0.4069755917113227,-0.6682371722494896,-0.24137630153469464,-0.24670931412812028,-0.4378601648075696,-0.13699489842830737,-0.044447038619285895,-0.35343507985291395,-0.39393295107791393,-0.10842574255135927,0.012869885447234882,-0.2774474840324805,-0.3498433591920198,-0.08729963928928158,0.033279750482980174,-0.23046947004113122,-0.672858562472848,-0.23655505215369435,-0.32595956895120143,-0.40433303319893804,1.0,0.13067324395599017
poisson_away_win_prob,-0.23148599319098714,0.28058750680947386,0.240476210812244,-0.2532997044904423,-0.2896352232941242,0.3260335153933693,-0.5228834614528286,0.616051827756633,0.571051348167222,-0.5509093033984118,-0.7164113652537871,0.8303239264833538,-0.956722406001269,-0.49331801773144485,0.5849049941563764,0.537010449335313,-0.5073028120083705,-0.4805207469943293,0.5579652868176395,0.5126785913570854,-0.49478687675616434,-0.4558477787111831,0.4951749146389281,0.46639658032187087,-0.46905946921791936,-0.7304086430354612,0.8375051310356338,-0.958044478334311,-0.9596049905970525,0.13067324395599017,1.0
