Season,Date,HomeTeam,AwayTeam,FTR,odds_source,market_mode,match,actual,model_pick,market_pick,model_confidence,market_confidence,model_market_disagree,model_home_prob,market_home_prob,model_vs_market_home_edge,model_draw_prob,market_draw_prob,model_vs_market_draw_edge,model_away_prob,market_away_prob,model_vs_market_away_edge,max_abs_edge,model_correct,market_correct,model_log_loss,market_log_loss,log_loss_difference_model_minus_market,edge_correct
2425,2024-12-08,Ipswich,Bournemouth,A,average closing odds,benchmark,Ipswich vs Bournemouth,away_win,away_win,away_win,0.6242299,0.4973941201533873,False,0.21474573,0.251960801022582,-0.037215070860915134,0.16102436,0.25064507882403064,-0.08962071697519947,0.6242299,0.4973941201533873,0.12683578783611466,0.12683578783611466,True,True,0.47123653,0.6983725688459776,-0.22713604187988268,True
2425,2025-02-21,Leicester,Brentford,A,average closing odds,benchmark,Leicester vs Brentford,away_win,away_win,away_win,0.6123693,0.486237389463196,False,0.24630238,0.2630464565948437,-0.016744075436968653,0.14132833,0.25071615394196045,-0.10938781913361084,0.6123693,0.486237389463196,0.12613190947174052,0.12613190947174052,True,True,0.49041975,0.7210583186517007,-0.2306385732064492,True
2425,2024-09-28,Chelsea,Brighton,H,average closing odds,benchmark,Chelsea vs Brighton,home_win,home_win,home_win,0.50362414,0.5437921430665493,False,0.50362414,0.5437921430665493,-0.04016800185027125,0.14453109,0.2302660510114336,-0.08573496492420674,0.35184476,0.22594180592201699,0.12590295187331688,0.12590295187331688,True,True,0.68592507,0.6091881950923553,0.07673687137874452,False
2425,2025-01-18,West Ham,Crystal Palace,A,average closing odds,benchmark,West Ham vs Crystal Palace,away_win,home_win,away_win,0.46943468,0.36239023688040817,True,0.46943468,0.3441403688360711,0.12529430971846384,0.23137242,0.2934693942835207,-0.062096978264081004,0.29919297,0.36239023688040817,-0.063197271849738,0.12529430971846384,False,True,1.2066666,1.01503364535168,0.1916329434315842,False
2425,2025-02-22,Ipswich,Tottenham,A,average closing odds,benchmark,Ipswich vs Tottenham,away_win,home_win,away_win,0.40902528,0.4635718565251601,True,0.40902528,0.2839034742624501,0.12512180740525924,0.21023403,0.2525246692123898,-0.04229063813119016,0.38074067,0.4635718565251601,-0.08283118417523028,0.12512180740525924,False,True,0.9656368,0.7687938757329309,0.19684291406580567,False
2425,2024-09-21,West Ham,Chelsea,A,average closing odds,benchmark,West Ham vs Chelsea,away_win,away_win,away_win,0.35788432,0.4812131523622582,False,0.29534522,0.2726420126698347,0.022703204319682535,0.34677047,0.24614483496790704,0.10062563040608588,0.35788432,0.4812131523622582,-0.12332883472576833,0.12332883472576833,True,True,1.0275455,0.7314449628314916,0.2961004892864283,False
2425,2024-09-14,Aston Villa,Everton,H,average closing odds,benchmark,Aston Villa vs Everton,home_win,home_win,home_win,0.69540465,0.5724076743928136,False,0.69540465,0.5724076743928136,0.12299697438800916,0.15508565,0.24407230786292558,-0.08898665479629045,0.1495097,0.18352001774426083,-0.03401031959171871,0.12299697438800916,True,True,0.36326137,0.5579038239948669,-0.19464245214389952,True
2425,2024-10-20,Wolves,Man City,A,average closing odds,benchmark,Wolves vs Man City,away_win,away_win,away_win,0.58673257,0.7097227206765803,False,0.1318903,0.1154368280618534,0.016453468874181754,0.28137714,0.1748404512615663,0.1065366854457396,0.58673257,0.7097227206765803,-0.12299015431992133,0.12299015431992133,True,True,0.53318614,0.34288091948347726,0.19030521819276175,False
2425,2025-05-19,Brighton,Liverpool,H,average closing odds,benchmark,Brighton vs Liverpool,home_win,away_win,home_win,0.44541484,0.43137496499579947,True,0.30877945,0.43137496499579947,-0.12259551672500174,0.24580577,0.24618314197703725,-0.0003773718182695507,0.44541484,0.32244189302716325,0.1229729481479161,0.1229729481479161,False,True,1.175128,0.840777578709613,0.3343504043836487,False
2425,2024-11-23,Bournemouth,Brighton,A,average closing odds,benchmark,Bournemouth vs Brighton,away_win,home_win,home_win,0.51393324,0.3910514264496565,False,0.51393324,0.3910514264496565,0.12288181491768357,0.2246982,0.27022092951296495,-0.04552272869108842,0.26136854,0.3387276440373786,-0.0773591011277564,0.12288181491768357,False,False,1.3418238,1.0825589044276358,0.2592649118718027,False
2425,2025-03-08,Nott'm Forest,Man City,H,average closing odds,benchmark,Nott'm Forest vs Man City,home_win,away_win,away_win,0.6158973,0.4931769540279086,False,0.21189877,0.25307764746168987,-0.04117887355307476,0.17220394,0.2537453985104015,-0.08154145537704732,0.6158973,0.4931769540279086,0.12272034383128327,0.12272034383128327,False,False,1.5516466,1.374058930377724,0.17758765985512515,False
2425,2025-03-09,Chelsea,Leicester,H,average closing odds,benchmark,Chelsea vs Leicester,home_win,home_win,home_win,0.6675124,0.7828531349581103,False,0.6675124,0.7828531349581103,-0.11534071811851065,0.13130976,0.13834904540207985,-0.0070392828049958,0.20117787,0.0787978196398098,0.12238004562699013,0.12238004562699013,True,True,0.40419728,0.24481016768755046,0.15938710795102987,False
2425,2025-02-12,Everton,Liverpool,D,average closing odds,benchmark,Everton vs Liverpool,draw,away_win,away_win,0.5577946,0.6597151645730855,False,0.2507249,0.1285960133880781,0.1221288983016802,0.19148055,0.21168882203883627,-0.020208274849123742,0.5577946,0.6597151645730855,-0.10192059365023398,0.1221288983016802,False,False,1.652969,1.552637903185567,0.1003310995381268,False
2425,2024-11-10,Nott'm Forest,Newcastle,A,average closing odds,benchmark,Nott'm Forest vs Newcastle,away_win,home_win,away_win,0.4695372,0.36016798348636914,True,0.4695372,0.348423375329205,0.12111382321434361,0.2519986,0.29140864118442594,-0.03941003784046232,0.2784642,0.36016798348636914,-0.08170378537388134,0.12111382321434361,False,True,1.2784657,1.0211847355701402,0.25728101226311173,False
2425,2025-05-18,Everton,Southampton,H,average closing odds,benchmark,Everton vs Southampton,home_win,home_win,home_win,0.55056316,0.6711070056881715,False,0.55056316,0.6711070056881715,-0.12054384908340465,0.2067821,0.20161407943993384,0.005168023144905026,0.24265474,0.12727891487189458,0.11537582593849971,0.12054384908340465,True,True,0.5968136,0.3988266827602692,0.19798693637654108,False
2425,2024-12-08,Tottenham,Chelsea,A,average closing odds,benchmark,Tottenham vs Chelsea,away_win,home_win,away_win,0.43257865,0.4282237359571405,True,0.43257865,0.33076592018758444,0.10181273290956827,0.25927022,0.24101034385527506,0.01825987713967428,0.30815116,0.4282237359571405,-0.12007258024692019,0.12007258024692019,False,True,1.1771648,0.8481094724218378,0.3290553205926886,False
2425,2024-10-27,Crystal Palace,Tottenham,H,average closing odds,benchmark,Crystal Palace vs Tottenham,home_win,away_win,away_win,0.6190558,0.4991085000893185,False,0.20159861,0.25825185125265004,-0.056653236798380635,0.1793456,0.2426396486580314,-0.06329405580162423,0.6190558,0.4991085000893185,0.11994730750116611,0.11994730750116611,False,False,1.6014767,1.353820002556388,0.24765666675513542,False
2425,2024-11-30,Crystal Palace,Newcastle,D,average closing odds,benchmark,Crystal Palace vs Newcastle,draw,home_win,away_win,0.41485557,0.4286493943574428,True,0.41485557,0.2954383518032837,0.11941721779777525,0.20892154,0.27591225383927354,-0.06699071703602799,0.37622294,0.4286493943574428,-0.05242645605826374,0.11941721779777525,False,False,1.5657965,1.2876723846847387,0.2781241097992091,False
2425,2024-12-07,Aston Villa,Southampton,H,average closing odds,benchmark,Aston Villa vs Southampton,home_win,home_win,home_win,0.6069451,0.7261813280255981,False,0.6069451,0.7261813280255981,-0.11923623057915644,0.1860953,0.16905808694775828,0.017037210388820084,0.20695962,0.10476058502664366,0.10219903509149751,0.11923623057915644,True,True,0.49931693,0.31995553222229806,0.17936139854857597,False
2324,2024-04-13,Brentford,Sheffield United,H,average closing odds,benchmark,Brentford vs Sheffield United,home_win,home_win,home_win,0.5364607,0.6451081573694603,False,0.5364607,0.6451081573694603,-0.10864745971855083,0.18805617,0.1985973459670446,-0.010541175026645422,0.2754831,0.15629449666349524,0.11918860494287378,0.11918860494287378,True,True,0.62276196,0.4383372903999398,0.18442467439803384,False
2425,2024-09-22,Man City,Arsenal,D,average closing odds,benchmark,Man City vs Arsenal,draw,home_win,home_win,0.6570141,0.5391892382323409,False,0.6570141,0.5391892382323409,0.11782483370903485,0.20649688,0.2680885039255773,-0.061591624467149886,0.13648906,0.19272225784208166,-0.05623319434072363,0.11782483370903485,False,False,1.57747,1.3164381144597477,0.2610318304941708,False
2425,2025-01-18,Arsenal,Aston Villa,D,average closing odds,benchmark,Arsenal vs Aston Villa,draw,home_win,home_win,0.49280086,0.6103877145860095,False,0.49280086,0.6103877145860095,-0.11758685298894833,0.26794127,0.2314755342753708,0.036465732022923275,0.23925786,0.15813675113861964,0.08112110606486395,0.11758685298894833,False,False,1.3169875,1.4632810945164605,-0.14629358002061088,False
2425,2024-10-05,Everton,Newcastle,D,average closing odds,benchmark,Everton vs Newcastle,draw,away_win,away_win,0.39584342,0.4833436628447475,False,0.37832817,0.26076851564920983,0.11755965870343604,0.22582844,0.2558878215060427,-0.030059382508774046,0.39584342,0.4833436628447475,-0.08750024639233966,0.11755965870343604,False,False,1.4879797,1.3630161277810628,0.12496352271637368,False
2324,2024-04-06,Fulham,Newcastle,A,average closing odds,benchmark,Fulham vs Newcastle,away_win,home_win,home_win,0.4630967,0.3930254476908577,False,0.4630967,0.3930254476908577,0.07007126036845324,0.1457401,0.26201696512723843,-0.11627685842538754,0.3911632,0.3449575871819039,0.0462056129580955,0.11627685842538754,False,False,0.9386304,1.0643338052126168,-0.1257034031244515,False
2425,2025-05-18,Brentford,Fulham,A,average closing odds,benchmark,Brentford vs Fulham,away_win,home_win,home_win,0.56992716,0.4701773240193445,False,0.56992716,0.4701773240193445,0.09974983195218262,0.27174848,0.2557764642665234,0.01597201891447636,0.1583243,0.27404621171413224,-0.11572191047130387,0.11572191047130387,False,False,1.8431098,1.2944585309238792,0.5486513151912331,False
2324,2024-05-05,Brighton,Aston Villa,H,average closing odds,benchmark,Brighton vs Aston Villa,home_win,home_win,home_win,0.50761586,0.39208735921330967,False,0.50761586,0.39208735921330967,0.11552850506357631,0.20567147,0.2521296666857241,-0.0464581923481463,0.28671265,0.3557829741009662,-0.06907032761659121,0.11552850506357631,True,True,0.6780303,0.9362706088841976,-0.25824029682288774,True
2425,2025-04-12,Southampton,Aston Villa,A,average closing odds,benchmark,Southampton vs Aston Villa,away_win,away_win,away_win,0.5161316,0.6316136813599436,False,0.21553871,0.15738570420772363,0.058153006148035036,0.26832974,0.21100061443233276,0.05732912513828492,0.5161316,0.6316136813599436,-0.11548210148399751,0.11548210148399751,True,True,0.6613935,0.45947733540405916,0.2019161878121884,False
2324,2024-05-05,Chelsea,West Ham,H,average closing odds,benchmark,Chelsea vs West Ham,home_win,home_win,home_win,0.75540113,0.6411379528854598,False,0.75540113,0.6411379528854598,0.11426318160550697,0.1609827,0.19043701570855245,-0.029454317506419275,0.083616175,0.16842503140598772,-0.0848088566485071,0.11426318160550697,True,True,0.28050637,0.4445106301069948,-0.1640042576552126,True
2425,2025-01-19,Ipswich,Man City,A,average closing odds,benchmark,Ipswich vs Man City,away_win,away_win,away_win,0.576906,0.6911583516485406,False,0.15080911,0.12444431461029422,0.0263647946006738,0.27228487,0.18439733374116532,0.08788753163816818,0.576906,0.6911583516485406,-0.11425232623884207,0.11425232623884207,True,True,0.5500759,0.36938631844581177,0.18068957018791626,False
2425,2025-01-26,Crystal Palace,Brentford,A,average closing odds,benchmark,Crystal Palace vs Brentford,away_win,home_win,home_win,0.6003722,0.48629413944253747,False,0.6003722,0.48629413944253747,0.11407805580129798,0.15631975,0.2547870890164359,-0.09846733668088747,0.24330807,0.2589187715410267,-0.015610704219249372,0.11407805580129798,False,False,1.4134269,1.35124088986642,0.06218598620169513,False
2324,2024-04-24,Wolves,Bournemouth,A,average closing odds,benchmark,Wolves vs Bournemouth,away_win,away_win,away_win,0.5012712,0.3872535541261168,False,0.30878899,0.34671076326092765,-0.037921778246965854,0.18993989,0.26603568261295557,-0.07609579628139734,0.5012712,0.3872535541261168,0.11401763413300797,0.11401763413300797,True,True,0.690608,0.9486756218677097,-0.25806759727054174,True
2425,2025-01-15,Leicester,Crystal Palace,A,average closing odds,benchmark,Leicester vs Crystal Palace,away_win,away_win,away_win,0.6047369,0.49107485903573167,False,0.19066934,0.24366309799482866,-0.05299375511934801,0.20459378,0.2652620429694395,-0.06066826531288433,0.6047369,0.49107485903573167,0.11366206513571608,0.11366206513571608,True,True,0.50296175,0.7111587004142607,-0.2081969456153715,True
2425,2025-04-26,Newcastle,Ipswich,H,average closing odds,benchmark,Newcastle vs Ipswich,home_win,home_win,home_win,0.7063026,0.8198374869431205,False,0.7063026,0.8198374869431205,-0.11353490372549968,0.15089332,0.11871409154993204,0.03217922412294241,0.1428041,0.06144842150694753,0.08135567960255717,0.11353490372549968,True,True,0.34771153,0.19864914502013956,0.14906238828788962,False
2324,2024-05-19,Luton,Fulham,A,average closing odds,benchmark,Luton vs Fulham,away_win,away_win,away_win,0.4103444,0.440633167787258,False,0.23183842,0.3149443625495812,-0.0831059425161263,0.3578172,0.24442246966316095,0.11339473314331183,0.4103444,0.440633167787258,-0.030288775726024453,0.11339473314331183,True,True,0.8907585,0.819542568765263,0.07121594563903388,False
2425,2024-08-31,Ipswich,Fulham,D,average closing odds,benchmark,Ipswich vs Fulham,draw,home_win,away_win,0.38791144,0.40065843812891894,True,0.38791144,0.3173532183199358,0.07055822062201977,0.32476458,0.2819883435511452,0.042776235983385424,0.28732398,0.40065843812891894,-0.11333445660540514,0.11333445660540514,False,False,1.1246548,1.265889543823352,-0.141234773925891,False
2425,2024-12-04,Arsenal,Man United,H,average closing odds,benchmark,Arsenal vs Man United,home_win,home_win,home_win,0.60022575,0.6618321858418017,False,0.60022575,0.6618321858418017,-0.06160643921017939,0.14670005,0.1982761713782257,-0.05157611697110595,0.2530742,0.13989164277997262,0.11318255618128531,0.11318255618128531,True,True,0.51044947,0.41274325088784475,0.09770621820166331,False
2425,2025-05-03,Arsenal,Bournemouth,A,average closing odds,benchmark,Arsenal vs Bournemouth,away_win,home_win,home_win,0.4567734,0.5692775561068746,False,0.4567734,0.5692775561068746,-0.11250415580017292,0.26006207,0.2367292807573142,0.023332787943476208,0.2831646,0.19399316313581125,0.08917142746134146,0.11250415580017292,False,False,1.261727,1.6399323621077908,-0.3782053866668118,False
2425,2025-03-09,Tottenham,Bournemouth,D,average closing odds,benchmark,Tottenham vs Bournemouth,draw,home_win,away_win,0.45570716,0.40045766590389015,True,0.45570716,0.34324942791762014,0.11245773470101694,0.20805468,0.25629290617848965,-0.048238229526535004,0.33623815,0.40045766590389015,-0.06421952007564308,0.11245773470101694,False,False,1.5699544,1.3614343238004958,0.20852007149369367,False
2425,2024-08-31,Leicester,Aston Villa,A,average closing odds,benchmark,Leicester vs Aston Villa,away_win,away_win,away_win,0.48285022,0.5036568703619363,False,0.35264888,0.2404961555978246,0.11215272846017404,0.16450085,0.25584697404023893,-0.09134612658139951,0.48285022,0.5036568703619363,-0.02080664658225795,0.11215272846017404,True,True,0.72804874,0.6858600555429616,0.04218868627451278,False
2324,2024-04-21,Crystal Palace,West Ham,H,average closing odds,benchmark,Crystal Palace vs West Ham,home_win,home_win,home_win,0.5421704,0.4304228549806073,False,0.5421704,0.4304228549806073,0.11174755040727113,0.24406062,0.2742408476019298,-0.03018022693637956,0.21376902,0.29533629741746287,-0.08156727876740794,0.11174755040727113,True,True,0.6121749,0.8429871698236671,-0.23081224163534309,True
2425,2025-01-15,Newcastle,Wolves,H,average closing odds,benchmark,Newcastle vs Wolves,home_win,home_win,home_win,0.8087648,0.6971973369486598,False,0.8087648,0.6971973369486598,0.11156747838184555,0.121423334,0.18158942046001217,-0.060166086576726646,0.06981188,0.1212132425913279,-0.05140136200279641,0.11156747838184555,True,True,0.21224712,0.36068678498117385,-0.14843966662733016,True
2425,2024-08-17,Ipswich,Liverpool,A,average closing odds,benchmark,Ipswich vs Liverpool,away_win,away_win,away_win,0.67508006,0.7123037354714787,False,0.23358272,0.12218679070984706,0.11139592945063725,0.09133728,0.1655094738186741,-0.07417219533337593,0.67508006,0.7123037354714787,-0.037223674512616434,0.11139592945063725,True,True,0.39292398,0.3392508637725251,0.05367311717878409,False
2425,2024-08-19,Leicester,Tottenham,D,average closing odds,benchmark,Leicester vs Tottenham,draw,away_win,away_win,0.5268569,0.5622922066022671,False,0.32173005,0.2103981779627739,0.11133186950159682,0.15141305,0.22730961543495903,-0.07589656216080437,0.5268569,0.5622922066022671,-0.03543530734079248,0.11133186950159682,False,False,1.8877437,1.4814422461809,0.4063014652906576,False
2425,2025-02-02,Brentford,Tottenham,A,average closing odds,benchmark,Brentford vs Tottenham,away_win,home_win,home_win,0.59033513,0.4797913586789769,False,0.59033513,0.4797913586789769,0.11054377201255144,0.14196162,0.23290842654319266,-0.09094680728526572,0.26770324,0.28730021477783046,-0.01959697962844692,0.11054377201255144,False,False,1.3178762,1.2472275654237983,0.07064865432565237,False
2425,2024-08-17,Everton,Brighton,A,average closing odds,benchmark,Everton vs Brighton,away_win,away_win,away_win,0.43039927,0.40358744394618834,False,0.3973302,0.3139013452914798,0.0834288494202054,0.17227058,0.2825112107623318,-0.11024062963611875,0.43039927,0.40358744394618834,0.026811824919396987,0.11024062963611875,True,True,0.84304196,0.9073621011298537,-0.06432014470514058,True
2425,2024-12-26,Chelsea,Fulham,A,average closing odds,benchmark,Chelsea vs Fulham,away_win,home_win,home_win,0.62306017,0.6539229961735126,False,0.62306017,0.6539229961735126,-0.03086282933772766,0.11493235,0.19405032000270903,-0.07911796918836653,0.26200745,0.1520266838237784,0.1099807612731912,0.1099807612731912,False,False,1.3393824,1.883699222070991,-0.5443168120215525,False
2425,2024-10-26,Everton,Fulham,D,average closing odds,benchmark,Everton vs Fulham,draw,away_win,away_win,0.43107232,0.36616556109432036,False,0.23926063,0.34891863249205163,-0.10965800367258599,0.329667,0.28491580641362796,0.044751195549033784,0.43107232,0.36616556109432036,0.06490676342006868,0.10965800367258599,False,False,1.1096722,1.2555615584499495,-0.14588936969109945,False
2425,2024-12-22,Leicester,Wolves,A,average closing odds,benchmark,Leicester vs Wolves,away_win,draw,away_win,0.3888999,0.39262081726095277,True,0.30863178,0.3280804089440838,-0.019448631180717102,0.3888999,0.27929877379496343,0.10960111877362483,0.3024683,0.39262081726095277,-0.09015251739523011,0.10960111877362483,False,True,1.1957788,0.9349109744473055,0.2608678722934171,False
2425,2025-03-08,Brighton,Fulham,H,average closing odds,benchmark,Brighton vs Fulham,home_win,home_win,home_win,0.5879934,0.47886411015538777,False,0.5879934,0.47886411015538777,0.109129273252205,0.20685568,0.27113151025699417,-0.06427582573818008,0.20515093,0.25000437958761795,-0.04485344751402481,0.109129273252205,True,True,0.5310396,0.7363384166941546,-0.2052988210902117,True
2425,2025-05-04,Chelsea,Liverpool,H,average closing odds,benchmark,Chelsea vs Liverpool,home_win,away_win,home_win,0.44367272,0.40731513506666006,True,0.37895516,0.40731513506666006,-0.028359979455621853,0.17737216,0.25800284835758786,-0.0806306907838879,0.44367272,0.3346820165757522,0.10899070004183203,0.10899070004183203,False,True,0.9703374,0.8981681055124958,0.07216928538716239,False
2425,2024-10-27,Arsenal,Liverpool,D,average closing odds,benchmark,Arsenal vs Liverpool,draw,draw,home_win,0.39312625,0.42564748365170163,True,0.35267627,0.42564748365170163,-0.07297121125942868,0.39312625,0.2846045304890076,0.10852171882434691,0.2541975,0.2897479858592909,-0.035550477762595956,0.10852171882434691,True,False,0.93362445,1.2566546746582614,-0.3230302282662021,True
2425,2025-03-08,Wolves,Everton,D,average closing odds,benchmark,Wolves vs Everton,draw,home_win,home_win,0.40045878,0.3386363636363636,False,0.40045878,0.3386363636363636,0.061822419274937035,0.21436705,0.3227272727272727,-0.10836022577502508,0.38517419,0.3386363636363636,0.04653782140124929,0.10836022577502508,False,False,1.5400655,1.1309476693110463,0.409117857651234,False
2425,2024-09-15,Wolves,Newcastle,A,average closing odds,benchmark,Wolves vs Newcastle,away_win,away_win,away_win,0.42303893,0.47145556848634973,False,0.20833066,0.2679023286106277,-0.05957166755220178,0.3686304,0.26064210290302264,0.10798830633770001,0.42303893,0.47145556848634973,-0.04841663878549829,0.10798830633770001,True,True,0.86029106,0.751930415736345,0.10836064804920797,False
2425,2024-12-30,Man United,Newcastle,A,average closing odds,benchmark,Man United vs Newcastle,away_win,away_win,away_win,0.48740944,0.37970996286205566,False,0.32199627,0.3492223016103578,-0.027226030000097767,0.19059432,0.2710677355275865,-0.08047341999871688,0.48740944,0.37970996286205566,0.10769947980113709,0.10769947980113709,True,True,0.71865076,0.968347573315749,-0.24969681504930008,True
2425,2025-02-22,Bournemouth,Wolves,A,average closing odds,benchmark,Bournemouth vs Wolves,away_win,home_win,home_win,0.69345766,0.585987603261395,False,0.69345766,0.585987603261395,0.10747005979783963,0.1781566,0.22990901180590617,-0.0517524124034785,0.12838577,0.18410338493269882,-0.05571761759203872,0.10747005979783963,False,False,2.0527158,1.6922578045313674,0.36045797381946265,False
2425,2025-02-01,Wolves,Aston Villa,H,average closing odds,benchmark,Wolves vs Aston Villa,home_win,away_win,away_win,0.5245894,0.4173438093739325,False,0.28305733,0.30280465664354717,-0.01974732460466777,0.19235328,0.2798515339825203,-0.08749825558400648,0.5245894,0.4173438093739325,0.1072456099909967,0.1072456099909967,False,False,1.2621058,1.1946673789256426,0.06743844363752882,False
2425,2025-04-01,Nott'm Forest,Man United,H,average closing odds,benchmark,Nott'm Forest vs Man United,home_win,home_win,home_win,0.42358702,0.407330708691839,False,0.42358702,0.407330708691839,0.01625631552004453,0.37379706,0.2835694609182124,0.09022759814093068,0.2026159,0.3090998303899486,-0.1064839285621364,0.1064839285621364,True,True,0.8589963,0.8981298714128557,-0.03913359932575855,True
2425,2025-04-02,Bournemouth,Ipswich,A,average closing odds,benchmark,Bournemouth vs Ipswich,away_win,home_win,home_win,0.5989844,0.68950775831719,False,0.5989844,0.68950775831719,-0.09052333801766,0.17094009,0.1868256889007591,-0.015885602655222292,0.23007546,0.12366655278205085,0.10640891087055993,0.10640891087055993,False,False,1.469348,2.090166425943094,-0.6208184721467074,False
2425,2025-02-26,Tottenham,Man City,A,average closing odds,benchmark,Tottenham vs Man City,away_win,away_win,away_win,0.43384773,0.5281742430492533,False,0.35381356,0.24775183565712405,0.10606172315978574,0.21233875,0.22407392129362266,-0.011735175699598005,0.43384773,0.5281742430492533,-0.09432651765786537,0.10606172315978574,True,True,0.83506167,0.6383290439407038,0.19673262540896663,False
2425,2024-09-21,Fulham,Newcastle,H,average closing odds,benchmark,Fulham vs Newcastle,home_win,home_win,away_win,0.43858626,0.39281053597636295,True,0.43858626,0.3330054716754634,0.1055807931732457,0.2128995,0.2741839923481736,-0.061284486256102055,0.34851423,0.39281053597636295,-0.04429630691714359,0.1055807931732457,True,False,0.8241988,1.0995963576788401,-0.2753975752348399,True
2425,2024-09-14,Fulham,West Ham,D,average closing odds,benchmark,Fulham vs West Ham,draw,away_win,home_win,0.40991977,0.4120316243966246,True,0.38576117,0.4120316243966246,-0.026270452817263645,0.20431907,0.28319577724015793,-0.07887670249021134,0.40991977,0.3047725983632175,0.10514717020863612,0.10514717020863612,False,False,1.5880724,1.261616828148889,0.32645559101767585,False
2425,2025-03-10,West Ham,Newcastle,A,average closing odds,benchmark,West Ham vs Newcastle,away_win,home_win,away_win,0.39219353,0.4372370463172461,True,0.39219353,0.28714074683520635,0.10505277919438044,0.24503352,0.2756222068475476,-0.03058868936765108,0.36277297,0.4372370463172461,-0.07446407492556822,0.10505277919438044,False,True,1.013978,0.8272797908687575,0.18669821358680894,False
2425,2024-08-25,Wolves,Chelsea,A,average closing odds,benchmark,Wolves vs Chelsea,away_win,away_win,away_win,0.43639308,0.5045395590142672,False,0.21172184,0.2477302204928664,-0.03600838297226702,0.35188508,0.2477302204928664,0.10415485984465803,0.43639308,0.5045395590142672,-0.06814647687239095,0.10415485984465803,True,True,0.8292119,0.6841090299448832,0.14510286075259604,False
2425,2025-01-05,Liverpool,Man United,D,average closing odds,benchmark,Liverpool vs Man United,draw,home_win,home_win,0.80451244,0.7027039446475812,False,0.80451244,0.7027039446475812,0.10180849651071344,0.12515984,0.17632423703334144,-0.05116439227721503,0.070327684,0.12097181831907726,-0.05064413403582073,0.10180849651071344,False,False,2.0781636,1.735430722944802,0.3427329008650124,False
2425,2025-04-26,Chelsea,Everton,H,average closing odds,benchmark,Chelsea vs Everton,home_win,home_win,home_win,0.5666354,0.6677275839119432,False,0.5666354,0.6677275839119432,-0.1010922136574266,0.20068459,0.20073647616559462,-5.188403779463058e-05,0.23268004,0.13153593992246213,0.10114409769522129,0.10114409769522129,True,True,0.56803924,0.40387499713705305,0.16416424131585833,False
2425,2024-08-17,Nott'm Forest,Bournemouth,D,average closing odds,benchmark,Nott'm Forest vs Bournemouth,draw,away_win,home_win,0.39706534,0.4254116782228824,True,0.3260347,0.4254116782228824,-0.09937698331283296,0.27689996,0.2782489174422923,-0.0013489538249674693,0.39706534,0.29633940433482525,0.10072593713780048,0.10072593713780048,False,False,1.284099,1.2792391794277895,0.004859803383184591,False
2324,2024-05-19,Liverpool,Wolves,H,average closing odds,benchmark,Liverpool vs Wolves,home_win,home_win,home_win,0.74795216,0.8483113564533173,False,0.74795216,0.8483113564533173,-0.10035919323386544,0.1349167,0.09585918327922487,0.03905750969295836,0.11713116,0.055829460267457685,0.06130169844206838,0.10035919323386544,True,True,0.29041627,0.16450754495012682,0.12590872554433424,False
2324,2024-04-27,Aston Villa,Chelsea,D,average closing odds,benchmark,Aston Villa vs Chelsea,draw,home_win,home_win,0.52768254,0.46606212067118885,False,0.52768254,0.46606212067118885,0.06162042212971447,0.1416994,0.24122813280971078,-0.09952872928531198,0.33061805,0.2927097465191003,0.037908307155597565,0.09952872928531198,False,False,1.9540473,1.4220121840744753,0.5320351381987791,False
2425,2025-01-26,Aston Villa,West Ham,D,average closing odds,benchmark,Aston Villa vs West Ham,draw,home_win,home_win,0.5520795,0.6514938921132846,False,0.5520795,0.6514938921132846,-0.09941439334543178,0.25269452,0.20162021503295333,0.05107430234108537,0.195226,0.14688589285376202,0.04834010590550769,0.09941439334543178,False,False,1.375574,1.6013694748310034,-0.22579548210181644,False
2324,2024-04-28,Bournemouth,Brighton,H,average closing odds,benchmark,Bournemouth vs Brighton,home_win,home_win,home_win,0.5883636,0.48943384134050505,False,0.5883636,0.48943384134050505,0.09892974651578768,0.20676309,0.2356978695398992,-0.028934780836743695,0.20487335,0.27486828911959593,-0.06999493587672179,0.09892974651578768,True,True,0.5304102,0.7145059817322136,-0.18409581117709883,True
2425,2024-12-26,Newcastle,Aston Villa,H,average closing odds,benchmark,Newcastle vs Aston Villa,home_win,home_win,home_win,0.5443496,0.49446210680271646,False,0.5443496,0.49446210680271646,0.04988750400279501,0.1542504,0.2531019755137915,-0.0988515772355551,0.3014,0.25243591768349205,0.04896408813392128,0.0988515772355551,True,True,0.6081636,0.704284760172601,-0.09612116497301604,True
2425,2024-11-10,Man United,Leicester,H,average closing odds,benchmark,Man United vs Leicester,home_win,home_win,home_win,0.6536197,0.7220602596610628,False,0.6536197,0.7220602596610628,-0.06844055303035601,0.13940974,0.16967140377194587,-0.030261667973110112,0.20697057,0.10826833656699139,0.09870223590462726,0.09870223590462726,True,True,0.42522958,0.32564668143764497,0.0995828977726364,False
2425,2024-10-06,Brighton,Tottenham,H,average closing odds,benchmark,Brighton vs Tottenham,home_win,away_win,away_win,0.52114105,0.42317737927128696,False,0.2698476,0.33239192074249874,-0.06254431909035335,0.20901136,0.2444306999862141,-0.035419338983292054,0.52114105,0.42317737927128696,0.09796367297480679,0.09796367297480679,False,False,1.3098979,1.1014405221250598,0.20845737750262572,False
