Season,Date,HomeTeam,AwayTeam,FTR,odds_source,market_mode,match,actual,model_pick,market_pick,model_confidence,market_confidence,model_market_disagree,model_home_prob,market_home_prob,model_vs_market_home_edge,model_draw_prob,market_draw_prob,model_vs_market_draw_edge,model_away_prob,market_away_prob,model_vs_market_away_edge,max_abs_edge,model_correct,market_correct,model_log_loss,market_log_loss,log_loss_difference_model_minus_market,edge_correct
2425,2025-01-04,Aston Villa,Leicester,H,average closing odds,benchmark,Aston Villa vs Leicester,home_win,home_win,home_win,0.54528785,0.717932119023766,False,0.54528785,0.717932119023766,-0.17264427150484507,0.24038182,0.16960030520454863,0.07078151678546449,0.21433039,0.11246757577168537,0.10186281432402539,0.17264427150484507,True,True,0.60644144,0.33138025615289535,0.27506118204519425,False
2425,2025-02-02,Arsenal,Man City,H,average closing odds,benchmark,Arsenal vs Man City,home_win,away_win,home_win,0.42466518,0.5031908780207482,True,0.3464531,0.5031908780207482,-0.1567377775778619,0.22888175,0.24455332748591074,-0.015671580955377906,0.42466518,0.252255794493341,0.17240938833556219,0.17240938833556219,False,True,1.0600078,0.6867857016999088,0.37322210889274254,False
2425,2024-08-18,Brentford,Crystal Palace,H,average closing odds,benchmark,Brentford vs Crystal Palace,home_win,away_win,away_win,0.54029745,0.3679069291499728,False,0.24164028,0.3382161945168171,-0.09657590985933878,0.21806225,0.29387687633321,-0.07581462452695087,0.54029745,0.3679069291499728,0.1723905194851285,0.1723905194851285,False,False,1.4203051,1.0840699592264187,0.3362351736394871,False
2425,2025-05-05,Crystal Palace,Nott'm Forest,D,average closing odds,benchmark,Crystal Palace vs Nott'm Forest,draw,home_win,home_win,0.607494,0.4366112565100989,False,0.607494,0.4366112565100989,0.1708827401100793,0.20632252,0.2800422053417544,-0.07371968437045617,0.1861835,0.2833465381481468,-0.09716304083846206,0.1708827401100793,False,False,1.5783147,1.2728149538086109,0.3054997081710644,False
2324,2024-04-27,Fulham,Crystal Palace,D,average closing odds,benchmark,Fulham vs Crystal Palace,draw,away_win,home_win,0.4395835,0.4559265147500442,True,0.3675787,0.4559265147500442,-0.08834782946638331,0.1928378,0.2751280692457163,-0.08229026468982337,0.4395835,0.2689454160042396,0.17063809415620657,0.17063809415620657,False,False,1.6459059,1.2905185833750517,0.3553872689427584,False
2425,2025-05-25,Bournemouth,Leicester,H,average closing odds,benchmark,Bournemouth vs Leicester,home_win,home_win,home_win,0.5460973,0.716138298287013,False,0.5460973,0.716138298287013,-0.17004101969204233,0.2589407,0.17136166423296384,0.08757903248334475,0.194962,0.11250003748002317,0.08246195740637514,0.17004101969204233,True,True,0.6049582,0.3338819766411886,0.2710761999716654,False
2425,2024-09-21,Leicester,Everton,D,average closing odds,benchmark,Leicester vs Everton,draw,home_win,home_win,0.6256426,0.4558106279206353,False,0.6256426,0.4558106279206353,0.16983196975468817,0.2259959,0.2747886928321544,-0.048792794585389265,0.14836147,0.26940067924721023,-0.12103920497162124,0.16983196975468817,False,False,1.4872384,1.291752866379501,0.19548554075550872,False
2425,2025-03-09,Man United,Arsenal,D,average closing odds,benchmark,Man United vs Arsenal,draw,away_win,away_win,0.370728,0.5404154975822338,False,0.30451563,0.18861560503850516,0.115900024968285,0.3247564,0.27096889737926094,0.05378751631893547,0.370728,0.5404154975822338,-0.16968751148489802,0.16968751148489802,False,False,1.1246799,1.305751234507221,-0.18107131144966493,False
2425,2024-12-29,Everton,Nott'm Forest,A,average closing odds,benchmark,Everton vs Nott'm Forest,away_win,home_win,home_win,0.5259909,0.35661144608481404,False,0.5259909,0.35661144608481404,0.16937945729271892,0.3018213,0.31145610063900964,-0.009634809192323845,0.17218779,0.3319324532761763,-0.15974466300155626,0.16937945729271892,False,False,1.7591696,1.1028237847526394,0.6563457937996067,False
2425,2025-03-15,Ipswich,Nott'm Forest,A,average closing odds,benchmark,Ipswich vs Nott'm Forest,away_win,away_win,away_win,0.42050114,0.48976636416296576,False,0.4099245,0.24058698590461475,0.16933752123649853,0.16957438,0.2696466499324194,-0.10007227001145991,0.42050114,0.48976636416296576,-0.06926522142271613,0.16933752123649853,True,True,0.8663081,0.7138268094171469,0.15248128365383695,False
2324,2024-05-11,Wolves,Crystal Palace,A,average closing odds,benchmark,Wolves vs Crystal Palace,away_win,away_win,away_win,0.5969319,0.42900302114803623,False,0.21267697,0.30030211480362534,-0.08762514265282273,0.19039112,0.27069486404833837,-0.08030374075350805,0.5969319,0.42900302114803623,0.16792885360400844,0.16792885360400844,True,True,0.5159523,0.8462913177758022,-0.3303390286713406,True
2425,2024-12-22,Man United,Bournemouth,A,average closing odds,benchmark,Man United vs Bournemouth,away_win,away_win,home_win,0.39449605,0.5157677571470675,True,0.36021006,0.5157677571470675,-0.15555769607376424,0.24529393,0.25582080754494546,-0.010526877372025234,0.39449605,0.22841143530798702,0.1660846181492731,0.1660846181492731,True,False,0.93014616,1.4766067354308832,-0.5464605776893365,True
2425,2025-03-08,Crystal Palace,Ipswich,H,average closing odds,benchmark,Crystal Palace vs Ipswich,home_win,home_win,home_win,0.7835976,0.6185625220562286,False,0.7835976,0.6185625220562286,0.1650350664828949,0.12331123,0.22827902599694153,-0.10496779694678207,0.09309122,0.15315845194682978,-0.06006723228320979,0.1650350664828949,True,True,0.24385966,0.48035700566799244,-0.23649734206230244,True
2324,2024-04-14,West Ham,Fulham,A,average closing odds,benchmark,West Ham vs Fulham,away_win,home_win,home_win,0.56014365,0.39533320196130706,False,0.56014365,0.39533320196130706,0.16481044761678743,0.12324144,0.2675932258401048,-0.14435178637839674,0.3166149,0.33707357219858813,-0.02045867613955188,0.16481044761678743,False,False,1.1500691,1.0874540573277136,0.06261506021836794,False
2425,2025-04-21,Tottenham,Nott'm Forest,A,average closing odds,benchmark,Tottenham vs Nott'm Forest,away_win,home_win,home_win,0.5635649,0.40024176301025943,False,0.5635649,0.40024176301025943,0.1633231335732977,0.19510892,0.2752378886030437,-0.08012896826727406,0.2413262,0.3245203483866968,-0.08319415040486239,0.1633231335732977,False,False,1.4216057,1.125407037911239,0.2961986683036657,False
2425,2024-12-26,Wolves,Man United,H,average closing odds,benchmark,Wolves vs Man United,home_win,away_win,away_win,0.4306658,0.5274036028983571,False,0.38295254,0.22066081776437013,0.16229172334852965,0.18638167,0.25193557933727295,-0.06555391148487122,0.4306658,0.5274036028983571,-0.0967378118636586,0.16229172334852965,False,False,0.95984423,1.5111285176640492,-0.5512842860585194,False
2324,2024-05-11,Bournemouth,Brentford,A,average closing odds,benchmark,Bournemouth vs Brentford,away_win,away_win,home_win,0.43640694,0.45531013879019044,True,0.29359415,0.45531013879019044,-0.16171598705488466,0.2699989,0.2463344597044364,0.02366444833847131,0.43640694,0.2983554015053732,0.1380515387164133,0.16171598705488466,True,False,0.8291801,1.2094698805847592,-0.3802897591629453,True
2425,2024-09-28,Brentford,West Ham,D,average closing odds,benchmark,Brentford vs West Ham,draw,home_win,home_win,0.59133,0.4307513640082802,False,0.59133,0.4307513640082802,0.16057862780919419,0.24019349,0.2690687791984495,-0.028875292984765433,0.1684765,0.30017985679327025,-0.1317033497255899,0.16057862780919419,False,False,1.4263105,1.3127882473094732,0.11352229193613228,False
2425,2025-04-20,Ipswich,Arsenal,A,average closing odds,benchmark,Ipswich vs Arsenal,away_win,away_win,away_win,0.54867285,0.7079574784015221,False,0.17481491,0.10537404584807661,0.06944086384850237,0.27651224,0.18666847575040135,0.08984375965265956,0.54867285,0.7079574784015221,-0.15928462350116201,0.15928462350116201,True,True,0.6002529,0.3453712458469288,0.2548816805027111,False
2425,2025-05-11,Nott'm Forest,Leicester,D,average closing odds,benchmark,Nott'm Forest vs Leicester,draw,home_win,home_win,0.5284601,0.6874992333666856,False,0.5284601,0.6874992333666856,-0.15903914797468732,0.26695913,0.18998487761027688,0.07697425315373069,0.20458081,0.12251588902303756,0.08206492462327897,0.15903914797468732,False,False,1.3206598,1.660810801514083,-0.3401510448536216,False
2425,2024-11-25,Newcastle,West Ham,A,average closing odds,benchmark,Newcastle vs West Ham,away_win,home_win,home_win,0.49488917,0.6525694923762314,False,0.49488917,0.6525694923762314,-0.15768032244481966,0.25307715,0.1998494070402209,0.05322774235095343,0.2520337,0.14758110058354773,0.1044526098961886,0.15768032244481966,False,False,1.3781924,1.913377419841116,-0.5351849950669461,False
2425,2024-12-27,Brighton,Brentford,D,average closing odds,benchmark,Brighton vs Brentford,draw,home_win,home_win,0.45635724,0.5912652350551364,False,0.45635724,0.5912652350551364,-0.1349079943782565,0.19073682,0.2128554846198491,-0.022118669286482706,0.352906,0.19587928032501453,0.15702670836822277,0.15702670836822277,False,False,1.6568607,1.5471418195048385,0.10971888968553012,False
2425,2024-09-21,Crystal Palace,Man United,D,average closing odds,benchmark,Crystal Palace vs Man United,draw,draw,away_win,0.42437312,0.3940568974440179,True,0.27485123,0.3373680104432995,-0.0625167776761944,0.42437312,0.26857509211268255,0.15579802795682124,0.30077565,0.3940568974440179,-0.09328125028062678,0.15579802795682124,True,False,0.8571422,1.3146247314613964,-0.4574825214546825,True
2425,2024-12-21,Ipswich,Newcastle,A,average closing odds,benchmark,Ipswich vs Newcastle,away_win,away_win,away_win,0.47014445,0.5578861826918547,False,0.36025262,0.20459791774626654,0.1556547010434063,0.16960296,0.23751589956187874,-0.06791293921374947,0.47014445,0.5578861826918547,-0.08774173202733448,0.1556547010434063,True,True,0.75471526,0.5836003110767957,0.1711149527667407,False
2324,2024-05-11,Everton,Sheffield United,H,average closing odds,benchmark,Everton vs Sheffield United,home_win,home_win,home_win,0.51857483,0.6733346013834302,False,0.51857483,0.6733346013834302,-0.15475976751349607,0.26898754,0.19066702573827823,0.07832051069208065,0.21243772,0.1359983728782917,0.0764393462283825,0.15475976751349607,True,True,0.6566709,0.39551289401405154,0.26115803398735227,False
2425,2025-01-14,Nott'm Forest,Liverpool,D,average closing odds,benchmark,Nott'm Forest vs Liverpool,draw,away_win,away_win,0.43946853,0.5941251313824196,False,0.24783415,0.17812690158765282,0.06970724443514381,0.3126973,0.22774796702992753,0.08494932434427901,0.43946853,0.5941251313824196,-0.15465659858174519,0.15465659858174519,False,False,1.1625197,1.4795156692049496,-0.3169959758303158,False
2425,2025-04-02,Newcastle,Brentford,H,average closing odds,benchmark,Newcastle vs Brentford,home_win,home_win,home_win,0.41985333,0.5735879889694618,False,0.41985333,0.5735879889694618,-0.15373465931095354,0.26047462,0.22173424573587988,0.03874037651372339,0.31967208,0.2046777652946584,0.11499431259955242,0.15373465931095354,True,True,0.8678498,0.5558439296484241,0.31200589716432003,False
2425,2025-02-01,Nott'm Forest,Brighton,H,average closing odds,benchmark,Nott'm Forest vs Brighton,home_win,home_win,home_win,0.51825356,0.3646011680459943,False,0.51825356,0.3646011680459943,0.15365239678860043,0.1939558,0.2828616731448274,-0.08890587916804366,0.28779063,0.35253715880917824,-0.06474653252171791,0.15365239678860043,True,True,0.65729064,1.0089512131058593,-0.3516605756127258,True
2425,2024-09-14,Bournemouth,Chelsea,A,average closing odds,benchmark,Bournemouth vs Chelsea,away_win,home_win,away_win,0.4623545,0.4385011261219477,True,0.4623545,0.3087837511919825,0.15357075983058527,0.1759796,0.2527151226860698,-0.07673552332941852,0.3616659,0.4385011261219477,-0.07683522160000555,0.15357075983058527,False,True,1.0170344,0.8243928990501691,0.19264151238018978,False
2425,2025-02-01,Newcastle,Fulham,A,average closing odds,benchmark,Newcastle vs Fulham,away_win,home_win,home_win,0.5313233,0.5543070274810922,False,0.5313233,0.5543070274810922,-0.022983713768018443,0.117016725,0.24715236019131173,-0.13013563494917382,0.35165995,0.19854061232759612,0.15311934126661164,0.15311934126661164,False,False,1.0450906,1.6167616036730248,-0.5716710475283104,False
2425,2024-12-21,Crystal Palace,Arsenal,A,average closing odds,benchmark,Crystal Palace vs Arsenal,away_win,away_win,away_win,0.4959864,0.6484560570071258,False,0.24066743,0.1344138605560989,0.10625357199051669,0.2633462,0.21713008243677517,0.04621611278417209,0.4959864,0.6484560570071258,-0.1524696549723663,0.1524696549723663,True,True,0.70120674,0.43316103849742177,0.26804570521977183,False
2324,2024-05-12,Man United,Arsenal,A,average closing odds,benchmark,Man United vs Arsenal,away_win,away_win,away_win,0.5861244,0.7378907099766012,False,0.19439626,0.10587835794366242,0.08851789945685028,0.21947937,0.15623093207973643,0.06324843505721883,0.5861244,0.7378907099766012,-0.1517662898105856,0.1517662898105856,True,True,0.5342232,0.30395955481059167,0.23026364408009437,False
2425,2025-04-07,Leicester,Newcastle,A,average closing odds,benchmark,Leicester vs Newcastle,away_win,away_win,away_win,0.508246,0.660011634394128,False,0.2546693,0.13328925764226818,0.12138005102014637,0.23708473,0.20669910796360377,0.03038562349601384,0.508246,0.660011634394128,-0.1517656298126766,0.1517656298126766,True,True,0.6767897,0.41549781624714394,0.2612918847378109,False
2425,2024-09-21,Southampton,Ipswich,D,average closing odds,benchmark,Southampton vs Ipswich,draw,home_win,home_win,0.4606048,0.3942563209995493,False,0.4606048,0.3942563209995493,0.06634846587331444,0.36478475,0.27964692536014546,0.08513782200199138,0.17461048,0.32609675364030516,-0.15148627297414458,0.15148627297414458,False,False,1.0084479,1.2742274523748542,-0.2657795668615486,False
2425,2024-09-01,Man United,Liverpool,A,average closing odds,benchmark,Man United vs Liverpool,away_win,away_win,away_win,0.4430547,0.4925074651398515,False,0.16804121,0.26977234747828943,-0.10173113313140375,0.3889041,0.237720187381859,0.15118390731418593,0.4430547,0.4925074651398515,-0.049452759281620906,0.15118390731418593,True,True,0.814062,0.7082456608405009,0.105816338480483,False
2425,2025-01-19,Nott'm Forest,Southampton,H,average closing odds,benchmark,Nott'm Forest vs Southampton,home_win,home_win,home_win,0.5353063,0.6853601066880411,False,0.5353063,0.6853601066880411,-0.1500538317971415,0.25316176,0.19661970273837248,0.0565420554460605,0.211532,0.11802019057358641,0.09351180615340333,0.1500538317971415,True,True,0.6249162,0.37781087565920596,0.24710532021023984,False
2324,2024-05-11,Nott'm Forest,Chelsea,A,average closing odds,benchmark,Nott'm Forest vs Chelsea,away_win,away_win,away_win,0.42431203,0.5238779793565452,False,0.3837626,0.2345341805391833,0.14922841749853644,0.19192539,0.2415878401042715,-0.04966244854943905,0.42431203,0.5238779793565452,-0.09956595404793622,0.14922841749853644,True,True,0.8572862,0.6464964856014718,0.21078972922701944,False
2324,2024-04-24,Everton,Liverpool,H,average closing odds,benchmark,Everton vs Liverpool,home_win,away_win,away_win,0.54800034,0.686102852009881,False,0.27611056,0.1283557152481473,0.14775484445377227,0.17588907,0.18554143274197168,-0.009652357939573003,0.54800034,0.686102852009881,-0.1381025163165216,0.14775484445377227,False,False,1.2869539,2.052949844038147,-0.7659959179517211,False
2425,2024-08-31,Nott'm Forest,Wolves,D,average closing odds,benchmark,Nott'm Forest vs Wolves,draw,home_win,home_win,0.5678437,0.4784209086419402,False,0.5678437,0.4784209086419402,0.08942276697146312,0.32311523,0.26505313498168437,0.05806209462494405,0.10904113,0.2565259563763755,-0.14748482434350424,0.14748482434350424,False,False,1.1297463,1.3278249637303843,-0.19807864586691992,False
2425,2025-05-04,Brighton,Newcastle,D,average closing odds,benchmark,Brighton vs Newcastle,draw,away_win,away_win,0.55601066,0.4340238849622228,False,0.16013053,0.30743358518157443,-0.147303054585795,0.2838588,0.2585425298562028,0.02531627603864889,0.55601066,0.4340238849622228,0.12198677854714612,0.147303054585795,False,False,1.2592783,1.352695073010588,-0.0934167755862716,False
2425,2025-04-05,Everton,Arsenal,D,average closing odds,benchmark,Everton vs Arsenal,draw,home_win,away_win,0.37236196,0.46341889545352444,True,0.37236196,0.2339700277045843,0.13839193032230168,0.3114149,0.3026110768418913,0.0088038205999727,0.31622314,0.46341889545352444,-0.14719575092227444,0.14719575092227444,False,False,1.1666292,1.1953068727397147,-0.028677677526396828,False
2425,2025-04-22,Man City,Aston Villa,H,average closing odds,benchmark,Man City vs Aston Villa,home_win,home_win,home_win,0.59629333,0.5038695337814315,False,0.59629333,0.5038695337814315,0.0924237964111344,0.30020308,0.24550785957207505,0.05469522537360366,0.10350367,0.25062260664649333,-0.1471189398283514,0.1471189398283514,True,True,0.51702255,0.6854379059659801,-0.1684153558599315,True
2425,2025-01-18,Brentford,Liverpool,A,average closing odds,benchmark,Brentford vs Liverpool,away_win,away_win,away_win,0.5380809,0.648163822289781,False,0.30587712,0.15882159883921787,0.14705552046353176,0.15604205,0.1930145788710012,-0.03697252457546135,0.5380809,0.648163822289781,-0.11008295118458689,0.14705552046353176,True,True,0.6197464,0.4336118024058874,0.18613458459896487,False
2324,2024-04-20,Wolves,Arsenal,A,average closing odds,benchmark,Wolves vs Arsenal,away_win,away_win,away_win,0.61128294,0.7574349697269556,False,0.2265241,0.08512764704010918,0.1413964526674943,0.16219297,0.15743738323293513,0.004755587281362356,0.61128294,0.7574349697269556,-0.1461520250476953,0.1461520250476953,True,True,0.49219534,0.2778175938290833,0.2143777441817047,False
2425,2024-10-26,Brentford,Ipswich,H,average closing odds,benchmark,Brentford vs Ipswich,home_win,home_win,home_win,0.43341744,0.579221706533381,False,0.43341744,0.579221706533381,-0.14580426707262661,0.24722032,0.23113173866476258,0.016088583824975883,0.31936225,0.1896465548018565,0.12971569814881184,0.14580426707262661,True,True,0.83605397,0.5460699618632444,0.2899840056126467,False
2425,2024-11-03,Man United,Chelsea,D,average closing odds,benchmark,Man United vs Chelsea,draw,away_win,away_win,0.5171488,0.37171244886031557,False,0.27150887,0.3618936294564582,-0.09038475694745551,0.21134233,0.2663939216832262,-0.05505158693591172,0.5171488,0.37171244886031557,0.1454363438833673,0.1454363438833673,False,False,1.554276,1.3227791570806096,0.23149683245186115,False
2425,2024-10-21,Nott'm Forest,Crystal Palace,H,average closing odds,benchmark,Nott'm Forest vs Crystal Palace,home_win,home_win,home_win,0.5527659,0.4074022486864607,False,0.5527659,0.4074022486864607,0.1453636571706255,0.27594522,0.29492923524541326,-0.018984018828100635,0.17128885,0.2976685160681261,-0.1263796681448473,0.1453636571706255,True,True,0.5928207,0.8979542556011774,-0.3051335516178705,True
2425,2024-09-28,Nott'm Forest,Fulham,A,average closing odds,benchmark,Nott'm Forest vs Fulham,away_win,away_win,home_win,0.4607328,0.37885307911064126,True,0.36207402,0.37885307911064126,-0.016779061585922017,0.17719315,0.303560511337864,-0.12636736141358573,0.4607328,0.3175864095514947,0.14314637829602422,0.14314637829602422,True,False,0.77493703,1.1470053416094355,-0.3720683079561762,True
2425,2024-08-24,Crystal Palace,West Ham,A,average closing odds,benchmark,Crystal Palace vs West Ham,away_win,home_win,home_win,0.62740904,0.4863653343294733,False,0.62740904,0.4863653343294733,0.14104370659841364,0.18860859,0.2547627941725813,-0.06615420738440381,0.18398239,0.25887187149794544,-0.0748894843128487,0.14104370659841364,False,False,1.6929152,1.3514220443304494,0.34149315685668435,False
2425,2025-01-18,Leicester,Fulham,A,average closing odds,benchmark,Leicester vs Fulham,away_win,away_win,away_win,0.4922568,0.5315520181921546,False,0.35338226,0.21262080727686183,0.14076145233045323,0.15436098,0.25582717453098347,-0.10146619473552754,0.4922568,0.5315520181921546,-0.03929522779260319,0.14076145233045323,True,True,0.7087548,0.6319542154488713,0.07680056245945388,False
2425,2024-10-19,Fulham,Aston Villa,A,average closing odds,benchmark,Fulham vs Aston Villa,away_win,home_win,home_win,0.5281506,0.38773790951638065,False,0.5281506,0.38773790951638065,0.1404127085599438,0.26873028,0.27953198127925116,-0.010801698495742862,0.20311911,0.33273010920436813,-0.1296109951630397,0.1404127085599438,False,False,1.5939627,1.1004236004902717,0.49353906888228694,False
2425,2025-02-15,Southampton,Bournemouth,A,average closing odds,benchmark,Southampton vs Bournemouth,away_win,away_win,away_win,0.49674252,0.6369144945657402,False,0.1757584,0.15975762239107436,0.016000784128815476,0.3274991,0.20332788304318553,0.1241712085820281,0.49674252,0.6369144945657402,-0.1401719778096825,0.1401719778096825,True,True,0.6996835,0.45111986387077846,0.24856362354453526,False
2324,2024-05-19,Crystal Palace,Aston Villa,H,average closing odds,benchmark,Crystal Palace vs Aston Villa,home_win,home_win,home_win,0.71938324,0.5799080457232431,False,0.71938324,0.5799080457232431,0.1394751940228507,0.1396965,0.21439807481082032,-0.07470158106597016,0.14092031,0.20569387946593662,-0.06477356825339695,0.1394751940228507,True,True,0.32936105,0.5448857298672382,-0.2155246785462085,True
2425,2025-01-04,Brighton,Arsenal,D,average closing odds,benchmark,Brighton vs Arsenal,draw,away_win,away_win,0.6689562,0.5302129065024818,False,0.17167702,0.20246526598512488,-0.030788242812746336,0.15936676,0.2673218275123933,-0.10795507083476574,0.6689562,0.5302129065024818,0.13874331364751213,0.13874331364751213,False,False,1.8365471,1.3193019999403954,0.5172451363663673,False
2425,2025-03-15,Everton,West Ham,D,average closing odds,benchmark,Everton vs West Ham,draw,home_win,home_win,0.58805114,0.449477453774757,False,0.58805114,0.449477453774757,0.13857368653362312,0.17799897,0.2987210407074472,-0.12072206578812805,0.2339499,0.25180150551779584,-0.01785160584433393,0.13857368653362312,False,False,1.7259775,1.2082451153053744,0.5177324247107999,False
2324,2024-04-20,Sheffield United,Burnley,A,average closing odds,benchmark,Sheffield United vs Burnley,away_win,away_win,home_win,0.5010306,0.3641360357265544,True,0.30419204,0.3641360357265544,-0.05994399933624983,0.19477732,0.27310202679491585,-0.07832470199919289,0.5010306,0.3627619374785297,0.13826868643428158,0.13826868643428158,True,False,0.6910881,1.0140084794794164,-0.32292039907322745,True
2425,2025-04-20,Leicester,Liverpool,A,average closing odds,benchmark,Leicester vs Liverpool,away_win,away_win,away_win,0.643401,0.7816523564205304,False,0.1621115,0.08054188132035871,0.08156962454569201,0.1944875,0.13780576225911087,0.056681734951391755,0.643401,0.7816523564205304,-0.1382513296947614,0.1382513296947614,True,True,0.44098708,0.24634519428858237,0.1946418860470347,False
2425,2024-10-19,Southampton,Leicester,A,average closing odds,benchmark,Southampton vs Leicester,away_win,home_win,home_win,0.5753277,0.4378054595303373,False,0.5753277,0.4378054595303373,0.13752223488570886,0.20549423,0.27208248897365594,-0.06658826394847894,0.2191781,0.29011205149600666,-0.07093395603606861,0.13752223488570886,False,False,1.5178707,1.2374880461598852,0.28038261843667245,False
2425,2024-12-04,Everton,Wolves,H,average closing odds,benchmark,Everton vs Wolves,home_win,home_win,home_win,0.592736,0.455783970984652,False,0.592736,0.455783970984652,0.13695203479842905,0.16727166,0.28707587426197484,-0.11980421548378423,0.23999234,0.25714015475337315,-0.01714781931464482,0.13695203479842905,True,True,0.52300614,0.7857363295623895,-0.262730188376629,True
2425,2024-10-26,Aston Villa,Bournemouth,D,average closing odds,benchmark,Aston Villa vs Bournemouth,draw,home_win,home_win,0.3954772,0.5320447131159101,False,0.3954772,0.5320447131159101,-0.13656750760100222,0.25215885,0.24503840476839622,0.007120445663046038,0.35236397,0.22291688211569377,0.12944709174027852,0.13656750760100222,False,False,1.377696,1.4063403265653398,-0.028644289272859336,False
2425,2025-01-20,Chelsea,Wolves,H,average closing odds,benchmark,Chelsea vs Wolves,home_win,home_win,home_win,0.5820822,0.6700197902081492,False,0.5820822,0.6700197902081492,-0.08793757823686621,0.1375805,0.18568377906931263,-0.04810328001631123,0.28033727,0.14429643072253814,0.1360408433520163,0.1360408433520163,True,True,0.5411436,0.4004480294092491,0.14069556676308365,False
2324,2024-04-25,Brighton,Man City,A,average closing odds,benchmark,Brighton vs Man City,away_win,away_win,away_win,0.5727929,0.7087570395281181,False,0.14194441,0.12063949608989245,0.021304912326855593,0.28526267,0.17060346438198948,0.11465920971125698,0.5727929,0.7087570395281181,-0.13596415184043498,0.13596415184043498,True,True,0.55723107,0.3442424916746953,0.21298857693644974,False
2324,2024-05-04,Sheffield United,Nott'm Forest,A,average closing odds,benchmark,Sheffield United vs Nott'm Forest,away_win,away_win,away_win,0.5130731,0.572139303482587,False,0.33332774,0.1990049751243781,0.13432276530645382,0.15359917,0.2288557213930348,-0.07525654856245315,0.5130731,0.572139303482587,-0.05906621674400059,0.13432276530645382,True,True,0.667337,0.5583727796958258,0.10896422067419986,False
2324,2024-04-13,Nott'm Forest,Wolves,D,average closing odds,benchmark,Nott'm Forest vs Wolves,draw,home_win,home_win,0.59696984,0.4649607444024425,False,0.59696984,0.4649607444024425,0.1320090985083241,0.21628858,0.27420761849374814,-0.05791903700323148,0.18674162,0.26083163710380924,-0.07409001680160893,0.1320090985083241,False,False,1.5311418,1.293869727798809,0.23727203016627896,False
2425,2024-12-26,Southampton,West Ham,A,average closing odds,benchmark,Southampton vs West Ham,away_win,home_win,away_win,0.44192746,0.4176979149008307,True,0.44192746,0.31056111205289033,0.13136635076334807,0.16629626,0.27174097304627903,-0.1054447144775153,0.39177623,0.4176979149008307,-0.02592168098931641,0.13136635076334807,False,True,0.9370644,0.8729967993496648,0.06406760990631666,False
2425,2024-10-06,Aston Villa,Man United,D,average closing odds,benchmark,Aston Villa vs Man United,draw,home_win,home_win,0.5677213,0.4368906182958765,False,0.5677213,0.4368906182958765,0.13083068898180295,0.24525605,0.24900501560904884,-0.003748964187883369,0.18702267,0.31410436609507464,-0.12708169499159716,0.13083068898180295,False,False,1.4054525,1.3902822397120689,0.015170250140836394,False
2425,2025-02-15,Leicester,Arsenal,A,average closing odds,benchmark,Leicester vs Arsenal,away_win,away_win,away_win,0.59682804,0.7274390195196114,False,0.16629077,0.0950712381946423,0.07121953674680209,0.23688118,0.17748974228574624,0.05939143931196342,0.59682804,0.7274390195196114,-0.13061097605876548,0.13061097605876548,True,True,0.5161262,0.31822510541591664,0.19790111004199962,False
2425,2025-04-26,Brighton,West Ham,H,average closing odds,benchmark,Brighton vs West Ham,home_win,home_win,home_win,0.44722465,0.5382850301790791,False,0.44722465,0.5382850301790791,-0.09106038337236222,0.202815,0.24195640245423256,-0.03914140621170936,0.34996033,0.21975856736668825,0.13020175978174925,0.13020175978174925,True,True,0.80469424,0.6193670632407426,0.18532717208411698,False
2425,2024-12-22,Everton,Chelsea,D,average closing odds,benchmark,Everton vs Chelsea,draw,away_win,away_win,0.69832283,0.5698413424168991,False,0.123312004,0.19779616844222944,-0.07448416453168791,0.1783652,0.2323624891408715,-0.05399728838289114,0.69832283,0.5698413424168991,0.128481490167482,0.128481490167482,False,False,1.7239221,1.459456673482443,0.26446545996329673,False
2425,2024-12-30,Ipswich,Chelsea,H,average closing odds,benchmark,Ipswich vs Chelsea,home_win,away_win,away_win,0.5594423,0.6873244553998722,False,0.21486269,0.12823905946386877,0.08662362991200862,0.22569503,0.18443648513625913,0.04125854376484103,0.5594423,0.6873244553998722,-0.12788217367684973,0.12788217367684973,False,False,1.5377561,2.0538591048946597,-0.5161030194988467,False
2425,2025-04-02,Man City,Leicester,H,average closing odds,benchmark,Man City vs Leicester,home_win,home_win,home_win,0.67302305,0.8008544828465758,False,0.67302305,0.8008544828465758,-0.127831437783557,0.1669373,0.12645070781788037,0.04048659870544269,0.16003968,0.07269480933554393,0.0873448688804366,0.127831437783557,True,True,0.3959757,0.2220760177727404,0.17389969118874643,False
2425,2024-12-01,Man United,Everton,H,average closing odds,benchmark,Man United vs Everton,home_win,home_win,home_win,0.46570742,0.5933974091099038,False,0.46570742,0.5933974091099038,-0.12768998780710838,0.26402664,0.23735896364396156,0.026667678201741568,0.27026594,0.16924362724613456,0.1010223096053669,0.12768998780710838,True,True,0.7641977,0.521890937313067,0.24230676986314148,False
2425,2025-05-10,Fulham,Everton,A,average closing odds,benchmark,Fulham vs Everton,away_win,home_win,home_win,0.41704014,0.5440166392570378,False,0.41704014,0.5440166392570378,-0.126976499820316,0.2801929,0.26018187094901807,0.02001104067589038,0.30276695,0.19580148979394407,0.10696545914442568,0.126976499820316,False,False,1.1947919,1.6306539401611286,-0.4358620271285969,False
