bin_lower,bin_upper,count,mean_confidence,accuracy,confidence_minus_accuracy
0.30000000000000004,0.4,46,0.3834399878978729,0.45652173913043476,-0.07308175123256183
0.4,0.5,196,0.45081812143325806,0.4336734693877551,0.017144652045502973
0.5,0.6000000000000001,174,0.5449385643005371,0.4885057471264368,0.056432817174100314
0.6000000000000001,0.7000000000000001,84,0.6448754072189331,0.5714285714285714,0.07344683579036171
0.7000000000000001,0.8,27,0.7304820418357849,0.5925925925925926,0.13788944924319235
0.8,0.9,13,0.82578444480896,0.6923076923076923,0.13347675250126767
