Date,individual_log_loss
2025-05-11,1.0168794415106899
2025-05-11,1.0202321547579456
2025-05-11,1.0206014855931966
2025-05-11,1.0220241884264765
2025-05-16,1.0118026971403096
2025-05-16,1.0015053412277404
2025-05-18,0.9947264200529536
2025-05-18,0.9977642335494359
2025-05-18,1.00520512677337
2025-05-18,1.0060800490054218
2025-05-18,1.0031736032702985
2025-05-19,1.0078731531961054
2025-05-20,1.0036191580817104
2025-05-20,0.9983329660730598
2025-05-25,0.9923608962719034
2025-05-25,0.9933509185730692
2025-05-25,0.987909304776362
2025-05-25,0.9814504863584743
2025-05-25,0.9922535227135171
2025-05-25,0.9854696624237915
2025-05-25,0.9992849127474156
2025-05-25,0.9946119167496649
2025-05-25,0.9972192020879851
2025-05-25,0.9981900910427283
2025-08-15,0.5069133639335632
2025-08-16,0.632334977388382
2025-08-16,0.8886223435401917
2025-08-16,1.1025881916284561
2025-08-16,1.1512960553169251
2025-08-16,1.1557632386684418
2025-08-17,1.1995506542069572
2025-08-17,1.184936948120594
2025-08-17,1.1604885591400995
2025-08-18,1.1842443287372588
2025-08-22,1.1544955643740566
2025-08-23,1.1887900431950886
2025-08-23,1.1659299593705397
2025-08-23,1.1891135913985116
2025-08-23,1.1578097025553384
2025-08-23,1.1363407485187054
2025-08-24,1.1379366517066956
2025-08-24,1.1349186665481992
2025-08-24,1.1607071004415814
2025-08-25,1.1499149262905122
2025-08-30,1.1401201259522211
2025-08-30,1.1494997252117505
2025-08-30,1.164513463559358
2025-08-30,1.145833229025205
2025-08-30,1.1172599005699158
2025-08-30,1.1178322503199944
2025-08-31,1.1221338753347043
2025-08-31,1.127016972218241
2025-08-31,1.1080916708913342
2025-08-31,1.105072836081187
2025-09-13,1.1189036023232244
2025-09-13,1.1363482847809792
2025-09-13,1.1184482646710945
2025-09-13,1.1136084216482498
2025-09-13,1.1191807559558324
2025-09-13,1.1079022851255205
2025-09-13,1.099316147533623
2025-09-13,1.105505003740913
2025-09-14,1.0885463127723107
2025-09-14,1.093077540397644
2025-09-20,1.1018184801427329
2025-09-20,1.0856159173306965
2025-09-20,1.0845128394836603
2025-09-20,1.0903415341268887
2025-09-20,1.0985743827290004
2025-09-20,1.0832975493825001
2025-09-20,1.083506577826561
2025-09-21,1.083678708722194
2025-09-21,1.0951400204580657
2025-09-21,1.0994810855388641
2025-09-27,1.1058731605024898
2025-09-27,1.0959554486549818
2025-09-27,1.1004470912915356
2025-09-27,1.1076145381839186
2025-09-27,1.1105762535875494
2025-09-27,1.1136833844440324
2025-09-27,1.120318543492702
2025-09-28,1.1178351753744586
2025-09-28,1.1134411359237413
2025-09-29,1.1148837725321452
2025-10-03,1.10440943573342
2025-10-04,1.1056662076903927
2025-10-04,1.0949550460255335
2025-10-04,1.083791638724506
2025-10-04,1.0855486970681412
2025-10-05,1.0788037460861784
2025-10-05,1.0853451695015182
2025-10-05,1.078321882907082
2025-10-05,1.084615679754727
2025-10-05,1.0776439360209873
2025-10-18,1.0548990329758066
2025-10-18,1.0508276762500885
2025-10-18,1.0581709770929246
2025-10-18,1.0622686501592398
2025-10-18,1.056707108937777
2025-10-18,1.0533337737574722
2025-10-18,1.0448622694656031
2025-10-19,1.044161486275056
2025-10-19,1.0497589353202046
2025-10-20,1.0489159260477339
2025-10-24,1.030692672143217
2025-10-25,1.0414520454022191
2025-10-25,1.0332119644634308
2025-10-25,1.027595268562436
2025-10-25,1.033851408958435
2025-10-26,1.0345597375522961
2025-10-26,1.0376591842565963
2025-10-26,1.031472434015835
2025-10-26,1.0384207013724507
2025-10-26,1.0305629206555231
2025-11-01,1.0274522211708006
2025-11-01,1.0165685477756685
2025-11-01,1.008558018340005
2025-11-01,1.0091181029565632
2025-11-01,1.023937851190567
2025-11-01,1.0215356652483796
2025-11-01,1.0160046918178671
2025-11-02,1.0128579056438278
2025-11-02,1.0221492799295895
2025-11-03,1.0237266459635326
2025-11-08,1.0341059880357393
2025-11-08,1.0307147680885262
2025-11-08,1.0245401381629786
2025-11-08,1.0334332065807807
2025-11-08,1.0275181917349498
2025-11-09,1.0203670549549555
2025-11-09,1.0251269917209427
2025-11-09,1.0304973129278574
2025-11-09,1.0283154833920394
2025-11-09,1.0293048214167357
2025-11-22,0.9997887059313352
2025-11-22,1.0070774242762597
2025-11-22,1.0043411165002794
2025-11-22,1.0008993563242257
2025-11-22,1.0055945657766783
2025-11-22,0.997470677802057
2025-11-22,1.0091230700265115
2025-11-23,1.001973165308728
2025-11-23,1.0030208523722663
2025-11-24,1.012406109912055
2025-11-29,0.9712462830738943
2025-11-29,0.9629436279496839
2025-11-29,0.9682945098195758
2025-11-29,0.9702205704525113
2025-11-29,0.9690015132610614
2025-11-30,0.9677246429703452
2025-11-30,0.9647278278621275
2025-11-30,0.9616569236797445
2025-11-30,0.9589697589044985
2025-11-30,0.9553141491753715
2025-12-02,0.973096092258181
2025-12-02,0.9711292302104789
2025-12-02,0.9818677562806342
2025-12-03,1.000969023808189
2025-12-03,0.9975116721221379
2025-12-03,1.0076339068547102
2025-12-03,1.0165258372823398
2025-12-03,1.0085634507545054
2025-12-03,1.0013597692186769
2025-12-04,1.0168747744389943
2025-12-06,1.0262130444318476
2025-12-06,1.0293405217429001
2025-12-06,1.0357782657015813
2025-12-06,1.038046755903476
2025-12-06,1.0285702415307363
2025-12-06,1.021134231435625
2025-12-06,1.0185176660488178
2025-12-07,1.0202045883887854
2025-12-07,1.0278160949296589
2025-12-08,1.0185230739414692
2025-12-13,1.0112865114653553
2025-12-13,1.0094625888074316
2025-12-13,1.0048100865748992
2025-12-13,0.9954239729614485
2025-12-14,1.0012906358522526
2025-12-14,1.0069324751926023
2025-12-14,1.0033040118628536
2025-12-14,0.9989478787915274
2025-12-14,0.9936219778623474
2025-12-15,1.0004439940055212
2025-12-20,0.9979409005170987
2025-12-20,1.0046007324282715
2025-12-20,1.0128293062549039
2025-12-20,1.022521501140935
2025-12-20,1.0146800591665155
2025-12-20,1.0121142874623454
2025-12-20,1.0046413825161156
2025-12-20,1.0082801963117989
2025-12-21,1.0106832100434249
2025-12-22,1.009484005305502
2025-12-26,1.0041535945586215
2025-12-27,0.9984047558249497
2025-12-27,0.99292048416942
2025-12-27,0.997772203314872
2025-12-27,1.0034706122734967
2025-12-27,0.9962963274745054
2025-12-27,0.9936877105427885
2025-12-27,1.0017193271355196
2025-12-28,1.0059472295675385
2025-12-28,1.0099997070100573
2025-12-30,1.0273444626357529
2025-12-30,1.020672418501066
2025-12-30,1.0255745328882688
2025-12-30,1.0314368846568656
2025-12-30,1.0272531509399414
2025-12-30,1.0299700573086739
2026-01-01,1.045207912271673
2026-01-01,1.051735831110665
2026-01-01,1.0600242575009664
2026-01-01,1.0686629735506499
2026-01-03,1.0683638617232605
2026-01-03,1.0649476640898248
2026-01-03,1.0628555211969601
2026-01-03,1.060176432132721
2026-01-04,1.0645703503960058
2026-01-04,1.070100547124942
2026-01-04,1.0677917470637055
2026-01-04,1.0723858001280804
2026-01-04,1.0750079359671083
2026-01-04,1.0814560294151305
2026-01-06,1.0791409110078718
2026-01-07,1.0754071726012475
2026-01-07,1.0830098688602448
2026-01-07,1.08852068282137
2026-01-07,1.086590051651001
2026-01-07,1.081630858454374
2026-01-07,1.0872527168077581
2026-01-07,1.0816296275379589
2026-01-07,1.0876012129279284
2026-01-08,1.0907558107376099
2026-01-17,1.0945625458613482
2026-01-17,1.0987115198490667
2026-01-17,1.1011787363626424
2026-01-17,1.0998047928397472
2026-01-17,1.09580093338376
2026-01-17,1.1017628806941915
2026-01-17,1.1010626064282711
2026-01-18,1.104674121847859
2026-01-18,1.108513699759037
2026-01-19,1.1128216992725026
2026-01-24,1.1179724397635695
2026-01-24,1.1163985176998026
2026-01-24,1.11587677621147
2026-01-24,1.1095210308065782
2026-01-24,1.1123898500487919
2026-01-25,1.1085844669701919
2026-01-25,1.1099682155056534
2026-01-25,1.1106614856808275
2026-01-25,1.112619335498285
2026-01-26,1.1145935329523953
2026-01-31,1.133301285456638
2026-01-31,1.1279999270583645
2026-01-31,1.1291664350032806
2026-01-31,1.1334867465614091
2026-01-31,1.1289192093353646
2026-02-01,1.1336576738922866
2026-02-01,1.134673608504996
2026-02-01,1.1327547963821527
2026-02-01,1.1236879761517047
2026-02-02,1.108404311388731
2026-02-06,1.1106623936812956
2026-02-07,1.1059839241206646
2026-02-07,1.0970988781541906
2026-02-07,1.0882323820223199
2026-02-07,1.0894145593831415
2026-02-07,1.0856669791974127
2026-02-07,1.0854292270756258
2026-02-07,1.0865703552049033
2026-02-08,1.091323878879499
2026-02-08,1.0919258449971676
2026-02-10,1.0965291236591812
2026-02-10,1.092847138497175
2026-02-10,1.091242184193389
2026-02-10,1.096155046700285
2026-02-11,1.1212267953865598
2026-02-11,1.1155590211936073
2026-02-11,1.119904188999852
2026-02-11,1.1163698992190452
2026-02-11,1.1088180969158807
2026-02-12,1.123238793251538
2026-02-18,1.1381530609502588
2026-02-21,1.1456812867975754
2026-02-21,1.1432831910669163
2026-02-21,1.1471857728159174
2026-02-21,1.151098796725273
2026-02-21,1.1484320270828903
2026-02-22,1.1422304162352355
2026-02-22,1.1442661007144013
2026-02-22,1.1393003483312298
2026-02-22,1.1336217255890368
2026-02-23,1.1283965979767319
2026-02-27,1.1534977232956367
2026-02-28,1.1437055888189667
2026-02-28,1.1400468290190806
2026-02-28,1.1319009084045217
2026-02-28,1.133837892446253
2026-02-28,1.1271123576622744
2026-03-01,1.1197466071209181
2026-03-01,1.1122128038957555
2026-03-01,1.109640175199255
2026-03-01,1.1062082031839773
2026-03-03,1.0829131050926188
2026-03-03,1.0757525080955157
2026-03-03,1.081869458740062
2026-03-03,1.0910006333338587
2026-03-04,1.1014633682434973
2026-03-04,1.105114256021797
2026-03-04,1.1041020432368238
2026-03-04,1.1084881015514072
2026-03-04,1.1143439273970823
2026-03-05,1.0890676986712675
2026-03-14,1.0867412459196113
2026-03-14,1.0835648679948715
2026-03-14,1.0761428640357085
2026-03-14,1.0825195138945298
2026-03-14,1.0847867042865864
2026-03-15,1.09019842863768
2026-03-15,1.0952332624318926
2026-03-15,1.0976790238297387
2026-03-15,1.0886229635940659
2026-03-16,1.0970814295194962
2026-03-20,1.0749021595934543
2026-03-21,1.0761700453887504
2026-03-21,1.0683813401985736
2026-03-21,1.0728620187324636
2026-03-21,1.0747845833038174
2026-03-22,1.074446843444616
2026-03-22,1.0833863881839947
2026-03-22,1.0842966907814648
2026-04-10,1.1478648116191228
2026-04-11,1.1478663933904547
2026-04-11,1.150052498126852
2026-04-11,1.140470601744571
2026-04-11,1.1294573242465655
2026-04-12,1.1460797227919102
2026-04-12,1.1396922620764949
2026-04-12,1.1403150923293213
2026-04-12,1.1307828774896718
2026-04-13,1.125630231732029
2026-04-18,1.126847064991792
2026-04-18,1.115672992878273
2026-04-18,1.1131373172806156
2026-04-18,1.120281369913192
2026-04-18,1.1119834342971444
2026-04-19,1.0889741284772754
2026-04-19,1.0815545063752394
2026-04-19,1.077847185460004
2026-04-19,1.0726433921216139
2026-04-20,1.0778975697124706
2026-04-21,1.0725488394930742
2026-04-22,1.060644558759836
2026-04-22,1.0509423600001768
2026-04-24,1.0740294720857375
2026-04-25,1.0685337143284934
2026-04-25,1.0684032482095063
2026-04-25,1.0655340896202967
2026-04-25,1.0575903875358177
2026-04-25,1.0478325099197787
2026-04-27,1.0399693088496433
2026-05-01,1.0533623882269456
2026-05-02,1.0245223689292158
2026-05-02,1.033213183022382
2026-05-02,1.0401711263533295
2026-05-02,1.034061494015031
2026-05-03,0.9950781253251162
2026-05-03,0.9867465543959822
2026-05-03,0.9938505307624215
2026-05-04,0.9962942574107856
2026-05-04,1.0063783212982376
2026-05-09,1.023017313015663
2026-05-09,1.0152007713913918
2026-05-09,1.0129544759382967
2026-05-09,1.0243836761482301
2026-05-09,1.015498821224485
2026-05-10,1.01187403826043
2026-05-10,1.0142586446725406
2026-05-10,1.0200615502668149
2026-05-10,1.0237662858927428
2026-05-11,1.0282600026796846
2026-05-13,1.008002631366253
2026-05-15,0.9796767085790634
2026-05-17,0.9826279907930092
2026-05-17,0.9758154211505767
2026-05-17,0.9852732968708825
2026-05-17,0.9906518328934908
2026-05-17,0.9983114169194148
2026-05-17,0.9949064074140607
2026-05-18,0.9851479227863141
2026-05-19,0.980658979558233
2026-05-19,0.9791905327754862
2026-05-24,0.9607800168375815
2026-05-24,0.9725906262322078
2026-05-24,0.9713581521064043
2026-05-24,0.9752645859351525
2026-05-24,0.9692414366837704
2026-05-24,0.9622805598956435
2026-05-24,0.9639184650252847
2026-05-24,0.9639069256575211
2026-05-24,0.9650710242135184
2026-05-24,0.969197002934738
