model_name,accuracy,log_loss,brier_score,calibration_score,ece,log_loss_delta_vs_full,brier_delta_vs_full
current_model_plus_elo,0.4822429906542056,1.0520125786096508,0.6326806952174895,0.047912254855268836,0.04791225485526883,0.0,0.0
full_minus_elo,0.4822429906542056,1.0571677846769527,0.636612733753669,0.04745657577228694,0.047456575772286944,0.0051552060673019096,0.003932038536179516
full_minus_current,0.4542056074766355,1.0776345357818398,0.6498150327112182,0.04707427031340256,0.047074270313402576,0.02562195717218896,0.017134337493728724
