model_name,draw_recall,draw_precision,draw_log_loss,draw_calibration_error
current_production_model,0.029197080291970802,0.5,1.5062038898468018,0.05553186715484781
elo_only_model,0.029197080291970802,0.4,1.546730875968933,0.04123102150787817
current_model_plus_elo,0.021897810218978103,0.5,1.5237137079238892,0.053374555414525134
current_model_plus_elo_calibrated,0.021897810218978103,0.5,1.9176074266433716,0.11465378788030037
