team,player,suspended_from,suspended_until,matches_remaining,reason,expected_starter,importance_score,source,last_updated
Aston Villa,Joao Gomes da Silva,2026-09-07,2026-09-18,1,Suspended; estimated return 19 Sep 2026,1,0.65,https://www.squawka.com/us/epl-premier-league/premier-league-injuries-and-suspensions/,2026-09-06
