Date,Season,HomeTeam,AwayTeam,home_win_probability,draw_probability,away_win_probability,squad_strength_prior_weight,home_squad_strength_score,away_squad_strength_score,squad_strength_diff
2026-11-21,2026/27,Tottenham,Ipswich,0.31501227483904576,0.2967041414525739,0.3882835837083803,0.05,0.7580903593798862,0.3042436157500667,0.4538467436298195
2026-11-21,2026/27,Liverpool,Man United,0.3673059163521442,0.26223384320007426,0.37046024044778153,0.05,0.8703170526167026,0.7854689788300634,0.08484807378663917
2026-11-28,2026/27,Fulham,Bournemouth,0.3313235623116078,0.292532598089754,0.37614383959863823,0.05,0.5004370086606525,0.676850904932348,-0.17641389627169546
2026-11-28,2026/27,Arsenal,Man City,0.4226748360670188,0.2953646912460723,0.28196047268690894,0.05,0.9792194884200927,1.0,-0.020780511579907346
2026-11-28,2026/27,Brighton,Newcastle,0.5719256646885104,0.25278453536489676,0.1752897999465929,0.05,0.6777263169997666,0.7560965508449361,-0.0783702338451695
2026-11-28,2026/27,Crystal Palace,Hull,0.3905114232044656,0.23548506445676465,0.3740035123387698,0.05,0.6681914087020531,0.0,0.6681914087020531
2026-11-28,2026/27,Everton,Liverpool,0.28713302450431416,0.2714959353248636,0.44137104017082235,0.05,0.5837357090144661,0.8703170526167026,-0.2865813436022364
2026-11-28,2026/27,Leeds,Coventry,0.6033400087821579,0.22396568806650605,0.17269430315133616,0.05,0.5032106679166529,0.2691907680537146,0.2340198998629383
2026-11-28,2026/27,Man United,Brentford,0.6137949555049335,0.24110574455325334,0.1450992999418132,0.05,0.7854689788300634,0.6225140877503055,0.1629548910797579
2026-11-28,2026/27,Nott'm Forest,Chelsea,0.3766166192534067,0.30230379844689115,0.3210795822997022,0.05,0.6847902801698104,0.9339182431634738,-0.24912796299366347
2026-11-28,2026/27,Sunderland,Tottenham,0.46787286624298174,0.26932121542543497,0.2628059183315833,0.05,0.5315033133148145,0.7580903593798862,-0.22658704606507174
2026-11-28,2026/27,Ipswich,Aston Villa,0.39283636478222494,0.2653040233264968,0.3418596118912784,0.05,0.3042436157500667,0.6530679997643404,-0.3488243840142737
2026-12-02,2026/27,Chelsea,Crystal Palace,0.5106630490180715,0.27205291755502636,0.21728403342690233,0.05,0.9339182431634738,0.6681914087020531,0.26572683446142076
2026-12-02,2026/27,Coventry,Ipswich,0.27977376656018776,0.27307089808978535,0.44715533535002683,0.05,0.2691907680537146,0.3042436157500667,-0.035052847696352085
2026-12-02,2026/27,Bournemouth,Brighton,0.357200184439143,0.26355824344408196,0.3792415721167751,0.05,0.676850904932348,0.6777263169997666,-0.0008754120674185906
2026-12-02,2026/27,Brentford,Arsenal,0.2356659604584863,0.25744117851768267,0.506892861023831,0.05,0.6225140877503055,0.9792194884200927,-0.3567054006697872
2026-12-02,2026/27,Aston Villa,Everton,0.47180168283553847,0.2585330736999611,0.2696652434645004,0.05,0.6530679997643404,0.5837357090144661,0.06933229074987424
2026-12-02,2026/27,Liverpool,Sunderland,0.576538343711676,0.24557098935148983,0.17789066693683422,0.05,0.8703170526167026,0.5315033133148145,0.3388137393018881
2026-12-02,2026/27,Man City,Leeds,0.6892651583640874,0.210562321100379,0.10017252053553367,0.05,1.0,0.5032106679166529,0.4967893320833471
2026-12-02,2026/27,Newcastle,Man United,0.23963440995582586,0.2535702683231733,0.5067953217210008,0.05,0.7560965508449361,0.7854689788300634,-0.029372427985127292
2026-12-02,2026/27,Tottenham,Fulham,0.40176930945144995,0.2914376057779747,0.3067930847705753,0.05,0.7580903593798862,0.5004370086606525,0.2576533507192337
2026-12-02,2026/27,Hull,Nott'm Forest,0.49397289620425694,0.2315188378965608,0.27450826589918215,0.05,0.0,0.6847902801698104,-0.6847902801698104
2026-12-05,2026/27,Chelsea,Liverpool,0.30594167686787055,0.2646363738794342,0.4294219492526952,0.025,0.9339182431634738,0.8703170526167026,0.06360119054677127
2026-12-05,2026/27,Everton,Fulham,0.510101052398362,0.2761220554903969,0.21377689211124123,0.025,0.5837357090144661,0.5004370086606525,0.08329870035381359
2026-12-05,2026/27,Bournemouth,Hull,0.4622611116879715,0.23974820677104516,0.2979906815409834,0.025,0.676850904932348,0.0,0.676850904932348
2026-12-05,2026/27,Brentford,Man City,0.2284902989519584,0.2550086267829204,0.5165010742651213,0.025,0.6225140877503055,1.0,-0.3774859122496945
2026-12-05,2026/27,Aston Villa,Crystal Palace,0.5272324067108686,0.2781861669502353,0.19458142633889608,0.025,0.6530679997643404,0.6681914087020531,-0.01512340893771269
2026-12-05,2026/27,Man United,Coventry,0.7407548155760666,0.1829569585832567,0.0762882258406768,0.025,0.7854689788300634,0.2691907680537146,0.5162782107763488
2026-12-05,2026/27,Newcastle,Sunderland,0.455443994706787,0.28626556734413694,0.25829043794907613,0.025,0.7560965508449361,0.5315033133148145,0.22459323753012161
2026-12-05,2026/27,Nott'm Forest,Brighton,0.2889738334775157,0.29573449878573155,0.4152916677367527,0.025,0.6847902801698104,0.6777263169997666,0.007063963170043763
2026-12-05,2026/27,Tottenham,Arsenal,0.1527341524920552,0.2281710963146586,0.6190947511932862,0.025,0.7580903593798862,0.9792194884200927,-0.22112912904020643
2026-12-05,2026/27,Leeds,Ipswich,0.3447903280730556,0.3102339245706963,0.3449757473562482,0.025,0.5032106679166529,0.3042436157500667,0.19896705216658622
2026-12-12,2026/27,Fulham,Brentford,0.38333919940127664,0.2921053313854577,0.3245554692132657,0.025,0.5004370086606525,0.6225140877503055,-0.12207707908965293
2026-12-12,2026/27,Arsenal,Bournemouth,0.6570756721600135,0.22950200411165536,0.11342232372833116,0.025,0.9792194884200927,0.676850904932348,0.30236858348774465
2026-12-12,2026/27,Brighton,Everton,0.5544912566072753,0.2573572692683723,0.18815147412435249,0.025,0.6777263169997666,0.5837357090144661,0.09399060798530046
2026-12-12,2026/27,Coventry,Aston Villa,0.28742194768784357,0.25980171975219707,0.4527763325599594,0.025,0.2691907680537146,0.6530679997643404,-0.38387723171062577
2026-12-12,2026/27,Crystal Palace,Man United,0.18373266405713284,0.2618346500692572,0.5544326858736099,0.025,0.6681914087020531,0.7854689788300634,-0.11727757012801032
2026-12-12,2026/27,Ipswich,Newcastle,0.4199722686886305,0.24970276432845367,0.3303249669829159,0.025,0.3042436157500667,0.7560965508449361,-0.4518529350948694
2026-12-12,2026/27,Liverpool,Leeds,0.5779895673770711,0.24320627069196543,0.17880416193096355,0.025,0.8703170526167026,0.5032106679166529,0.36710638470004964
2026-12-12,2026/27,Man City,Chelsea,0.6739099565598036,0.21685254455822633,0.10923749888197012,0.025,1.0,0.9339182431634738,0.06608175683652617
2026-12-12,2026/27,Sunderland,Nott'm Forest,0.46447417613664904,0.2740666827085252,0.2614591411548258,0.025,0.5315033133148145,0.6847902801698104,-0.15328696685499588
2026-12-12,2026/27,Hull,Tottenham,0.48725681768302864,0.24291821914920897,0.26982496316776233,0.025,0.0,0.7580903593798862,-0.7580903593798862
2026-12-19,2026/27,Brighton,Ipswich,0.4691165714984552,0.2686498557747323,0.2622335727268125,0.025,0.6777263169997666,0.3042436157500667,0.3734827012496999
2026-12-19,2026/27,Brentford,Newcastle,0.4707373204979678,0.26438514222943355,0.26487753727259866,0.025,0.6225140877503055,0.7560965508449361,-0.13358246309463062
2026-12-19,2026/27,Chelsea,Aston Villa,0.4337407302320075,0.26986653979908537,0.2963927299689072,0.025,0.9339182431634738,0.6530679997643404,0.28085024339913345
2026-12-19,2026/27,Bournemouth,Coventry,0.6311234711146714,0.21357743382766559,0.1552990950576631,0.025,0.676850904932348,0.2691907680537146,0.4076601368786334
2026-12-19,2026/27,Arsenal,Man United,0.5128778851201087,0.26454420983348814,0.22257790504640307,0.025,0.9792194884200927,0.7854689788300634,0.19375050959002926
2026-12-19,2026/27,Liverpool,Tottenham,0.5980978277612475,0.24030535649738755,0.16159681574136497,0.025,0.8703170526167026,0.7580903593798862,0.11222669323681633
2026-12-19,2026/27,Man City,Hull,0.5681648072193702,0.23690505138770793,0.1949301413929218,0.025,1.0,0.0,1.0
2026-12-19,2026/27,Sunderland,Crystal Palace,0.4714406892912482,0.2844244176393171,0.24413489306943478,0.025,0.5315033133148145,0.6681914087020531,-0.13668809538723858
2026-12-19,2026/27,Leeds,Fulham,0.4615409587649684,0.2845177645867808,0.2539412766482507,0.025,0.5032106679166529,0.5004370086606525,0.0027736592560003714
2026-12-19,2026/27,Nott'm Forest,Everton,0.3801325395033192,0.2971047128410795,0.32276274765560126,0.025,0.6847902801698104,0.5837357090144661,0.10105457115534422
2026-12-26,2026/27,Aston Villa,Leeds,0.490420691876412,0.2570766232777227,0.2525026848458653,0.025,0.6530679997643404,0.5032106679166529,0.14985733184768746
2026-12-26,2026/27,Coventry,Chelsea,0.29954670946065126,0.2691971137433921,0.43125617679595674,0.025,0.2691907680537146,0.9339182431634738,-0.6647274751097592
2026-12-26,2026/27,Crystal Palace,Arsenal,0.14610829082936252,0.2818965054658777,0.5719952037047599,0.025,0.6681914087020531,0.9792194884200927,-0.3110280797180396
2026-12-26,2026/27,Everton,Sunderland,0.43281789482169164,0.2831208991603795,0.2840612060179288,0.025,0.5837357090144661,0.5315033133148145,0.05223239569965166
2026-12-26,2026/27,Ipswich,Brentford,0.4130328484514463,0.2579627174183736,0.32900443413018016,0.025,0.3042436157500667,0.6225140877503055,-0.3182704720002388
2026-12-26,2026/27,Man United,Nott'm Forest,0.628665088891952,0.23594179236300133,0.13539311874504653,0.025,0.7854689788300634,0.6847902801698104,0.10067869866025303
2026-12-26,2026/27,Newcastle,Man City,0.17108104192928156,0.24140081694263568,0.5875181411280828,0.025,0.7560965508449361,1.0,-0.2439034491550639
2026-12-26,2026/27,Tottenham,Bournemouth,0.3473254255701863,0.2885944118080917,0.36408016262172205,0.025,0.7580903593798862,0.676850904932348,0.08123945444753822
