team,expected_points,expected_position,title_probability,top_4_probability,top_6_probability,relegation_probability,expected_points_deterministic,points,actual_position,season,model_variant,position_error,points_error
Newcastle,73.855,3.768,0.057,0.706,0.959,0.0,73.78408975154161,66,5,2425,current_plus_elo,1.2320000000000002,7.855000000000004
Liverpool,72.65,3.974,0.057,0.644,0.931,0.0,72.70179513841867,84,1,2425,current_plus_elo,2.974,11.349999999999994
Chelsea,68.894,4.765,0.021,0.447,0.871,0.0,68.674540810287,69,4,2425,current_plus_elo,0.7649999999999997,0.10599999999999454
Crystal Palace,64.652,5.917,0.005,0.231,0.678,0.001,64.59725013375282,53,12,2425,current_plus_elo,6.083,11.652000000000001
Tottenham,56.223,8.724,0.0,0.04,0.213,0.006,55.99631332606077,38,17,2425,current_plus_elo,8.276,18.223
Brentford,51.537,10.208,0.0,0.014,0.105,0.021,51.488065749406815,56,10,2425,current_plus_elo,0.20800000000000018,4.463000000000001
Aston Villa,50.096,10.698,0.0,0.01,0.074,0.028,50.23556202277541,66,6,2425,current_plus_elo,4.698,15.904000000000003
Bournemouth,47.959,11.737,0.0,0.003,0.051,0.056,47.719387263059616,56,9,2425,current_plus_elo,2.737,8.040999999999997
Brighton,47.543,11.938,0.0,0.002,0.039,0.076,47.72630900889635,61,8,2425,current_plus_elo,3.9380000000000006,13.457
Everton,46.457,12.563,0.0,0.003,0.02,0.094,46.09686079621315,48,13,2425,current_plus_elo,0.4369999999999994,1.5429999999999993
Man United,45.723,13.024,0.0,0.001,0.015,0.106,45.81883918493986,42,15,2425,current_plus_elo,1.9760000000000009,3.722999999999999
Nott'm Forest,44.502,13.568,0.0,0.0,0.014,0.148,44.36307705938816,65,7,2425,current_plus_elo,6.568,20.497999999999998
Leicester,43.469,14.038,0.0,0.0,0.011,0.181,43.615304943174124,25,18,2425,current_plus_elo,3.9619999999999997,18.469
Ipswich,42.9,14.218,0.0,0.001,0.016,0.219,43.01620212942362,22,19,2425,current_plus_elo,4.782,20.9
Fulham,42.214,14.483,0.0,0.001,0.006,0.214,42.19618869572878,54,11,2425,current_plus_elo,3.4830000000000005,11.786000000000001
West Ham,39.449,15.789,0.0,0.0,0.004,0.365,39.39706793427467,43,14,2425,current_plus_elo,1.7889999999999997,3.551000000000002
Wolves,35.878,17.156,0.0,0.0,0.0,0.557,36.144170969724655,42,16,2425,current_plus_elo,1.1559999999999988,6.122
Southampton,27.52,19.363,0.0,0.0,0.0,0.928,27.595082130283117,12,20,2425,current_plus_elo,0.6370000000000005,15.52
Man City,79.446,1.977,0.463,0.957,0.997,0.0,79.61500448141949,71,3,2425,current_plus_elo_calibrated,1.023,8.445999999999998
Arsenal,77.213,2.286,0.365,0.914,0.99,0.0,77.32452072238542,74,2,2425,current_plus_elo_calibrated,0.28600000000000003,3.212999999999994
Liverpool,68.276,4.46,0.057,0.532,0.863,0.0,68.18560398782557,84,1,2425,current_plus_elo_calibrated,3.46,15.724000000000004
Chelsea,67.777,4.492,0.053,0.557,0.843,0.0,67.54650884677986,69,4,2425,current_plus_elo_calibrated,0.492,1.222999999999999
Newcastle,68.208,4.521,0.046,0.546,0.852,0.0,68.0049671175533,66,5,2425,current_plus_elo_calibrated,0.4790000000000001,2.2079999999999984
Crystal Palace,64.206,5.563,0.016,0.35,0.706,0.001,64.20768725686642,53,12,2425,current_plus_elo_calibrated,6.437,11.206000000000003
Tottenham,54.666,9.238,0.0,0.052,0.213,0.016,54.44810476705032,38,17,2425,current_plus_elo_calibrated,7.7620000000000005,16.665999999999997
Brighton,52.067,10.134,0.0,0.037,0.15,0.032,52.22705538015869,61,8,2425,current_plus_elo_calibrated,2.1340000000000003,8.933
Aston Villa,50.472,10.69,0.0,0.02,0.095,0.043,50.59850024134047,66,6,2425,current_plus_elo_calibrated,4.6899999999999995,15.527999999999999
Bournemouth,48.36,11.766,0.0,0.009,0.066,0.072,48.23518162575393,56,9,2425,current_plus_elo_calibrated,2.766,7.640000000000001
Brentford,48.307,11.848,0.0,0.011,0.062,0.071,48.311453849146396,56,10,2425,current_plus_elo_calibrated,1.8480000000000008,7.692999999999998
Nott'm Forest,46.618,12.884,0.0,0.003,0.032,0.122,46.46068126561735,65,7,2425,current_plus_elo_calibrated,5.884,18.381999999999998
Everton,45.573,13.208,0.0,0.0,0.028,0.147,45.23443233049023,48,13,2425,current_plus_elo_calibrated,0.20800000000000018,2.4269999999999996
Ipswich,45.787,13.22,0.0,0.006,0.04,0.163,45.96387742426495,22,19,2425,current_plus_elo_calibrated,5.779999999999999,23.787
Man United,44.182,14.051,0.0,0.001,0.015,0.183,44.28093768876659,42,15,2425,current_plus_elo_calibrated,0.9489999999999998,2.182000000000002
Fulham,43.075,14.406,0.0,0.004,0.016,0.225,42.919703468674314,54,11,2425,current_plus_elo_calibrated,3.4060000000000006,10.924999999999997
Leicester,42.75,14.646,0.0,0.001,0.015,0.268,42.97284976056533,25,18,2425,current_plus_elo_calibrated,3.353999999999999,17.75
West Ham,42.027,15.023,0.0,0.0,0.013,0.31,41.96329136610233,43,14,2425,current_plus_elo_calibrated,1.0229999999999997,0.972999999999999
Wolves,38.519,16.531,0.0,0.0,0.004,0.476,38.76747355162635,42,16,2425,current_plus_elo_calibrated,0.5309999999999988,3.4810000000000016
Southampton,30.266,19.056,0.0,0.0,0.0,0.871,30.451908710771125,12,20,2425,current_plus_elo_calibrated,0.9439999999999991,18.266
