Date,Season,HomeTeam,AwayTeam,home_win_probability,draw_probability,away_win_probability,model_variant
2021-09-26,2122,Southampton,Wolves,0.419468492269516,0.23612524569034576,0.3444063067436218,current_plus_elo
2021-09-26,2122,Arsenal,Tottenham,0.43645626306533813,0.2607574760913849,0.30278629064559937,current_plus_elo
2021-09-27,2122,Crystal Palace,Brighton,0.3810976445674896,0.2767764627933502,0.34212589263916016,current_plus_elo
2021-10-02,2122,Wolves,Newcastle,0.20406191051006317,0.41448381543159485,0.38145431876182556,current_plus_elo
2021-10-02,2122,Brighton,Arsenal,0.17700035870075226,0.6410658359527588,0.18193380534648895,current_plus_elo
2021-10-02,2122,Man United,Everton,0.4548588693141937,0.08393684029579163,0.4612043499946594,current_plus_elo
2021-10-02,2122,Burnley,Norwich,0.7598693370819092,0.11868832260370255,0.12144230306148529,current_plus_elo
2021-10-02,2122,Chelsea,Southampton,0.6986638307571411,0.1586020290851593,0.14273419976234436,current_plus_elo
2021-10-02,2122,Leeds,Watford,0.41618338227272034,0.2869459390640259,0.2968706786632538,current_plus_elo
2021-10-03,2122,West Ham,Brentford,0.8077071309089661,0.1006445661187172,0.09164831787347794,current_plus_elo
2021-10-03,2122,Tottenham,Aston Villa,0.6564437747001648,0.12163572758436203,0.22192053496837616,current_plus_elo
2021-10-03,2122,Liverpool,Man City,0.2855076193809509,0.2713562548160553,0.44313618540763855,current_plus_elo
2021-10-03,2122,Crystal Palace,Leicester,0.32251209020614624,0.2703244090080261,0.40716350078582764,current_plus_elo
2021-10-16,2122,Watford,Liverpool,0.23102544248104095,0.288306325674057,0.4806682765483856,current_plus_elo
2021-10-16,2122,Man City,Burnley,0.49624672532081604,0.31936854124069214,0.18438471853733063,current_plus_elo
2021-10-16,2122,Leicester,Man United,0.13563308119773865,0.25736066699028015,0.607006311416626,current_plus_elo
2021-10-16,2122,Brentford,Chelsea,0.1229902133345604,0.22530654072761536,0.6517032384872437,current_plus_elo
2021-10-16,2122,Norwich,Brighton,0.48752716183662415,0.10822165012359619,0.40425124764442444,current_plus_elo
2021-10-16,2122,Southampton,Leeds,0.2241789698600769,0.543012797832489,0.23280823230743408,current_plus_elo
2021-10-16,2122,Aston Villa,Wolves,0.5220809578895569,0.2174617499113083,0.260457307100296,current_plus_elo
2021-10-17,2122,Everton,West Ham,0.22709022462368011,0.20926570892333984,0.5636441111564636,current_plus_elo
2021-10-17,2122,Newcastle,Tottenham,0.30678942799568176,0.3175593614578247,0.37565121054649353,current_plus_elo
2021-10-18,2122,Arsenal,Crystal Palace,0.45561420917510986,0.2651131749153137,0.2792726457118988,current_plus_elo
2021-10-22,2122,Arsenal,Aston Villa,0.7675816416740417,0.12153438478708267,0.11088403314352036,current_plus_elo
2021-10-23,2122,Chelsea,Norwich,0.6430230736732483,0.20522475242614746,0.15175217390060425,current_plus_elo
2021-10-23,2122,Crystal Palace,Newcastle,0.2667441964149475,0.37082597613334656,0.36242982745170593,current_plus_elo
2021-10-23,2122,Everton,Watford,0.4147410988807678,0.17809058725833893,0.40716829895973206,current_plus_elo
2021-10-23,2122,Leeds,Wolves,0.4743717908859253,0.2784370183944702,0.24719120562076569,current_plus_elo
2021-10-23,2122,Southampton,Burnley,0.29448771476745605,0.29270315170288086,0.4128091335296631,current_plus_elo
2021-10-23,2122,Brighton,Man City,0.1485939770936966,0.2600941061973572,0.5913119316101074,current_plus_elo
2021-10-24,2122,Brentford,Leicester,0.1209847554564476,0.21981066465377808,0.6592045426368713,current_plus_elo
2021-10-24,2122,West Ham,Tottenham,0.5223226547241211,0.22697122395038605,0.25070610642433167,current_plus_elo
2021-10-24,2122,Man United,Liverpool,0.09815854579210281,0.2500775158405304,0.6517639756202698,current_plus_elo
2021-10-30,2122,Liverpool,Brighton,0.8697350025177002,0.09161840379238129,0.03864661231637001,current_plus_elo
2021-10-30,2122,Leicester,Arsenal,0.12386231869459152,0.5349642634391785,0.341173380613327,current_plus_elo
2021-10-30,2122,Newcastle,Chelsea,0.2982056736946106,0.30348142981529236,0.39831289649009705,current_plus_elo
2021-10-30,2122,Burnley,Brentford,0.5249330997467041,0.2143344134092331,0.2607324421405792,current_plus_elo
2021-10-30,2122,Watford,Southampton,0.3738590478897095,0.1825328767299652,0.4436081051826477,current_plus_elo
2021-10-30,2122,Tottenham,Man United,0.47216299176216125,0.1868564635515213,0.34098052978515625,current_plus_elo
2021-10-30,2122,Man City,Crystal Palace,0.5357887744903564,0.3127220571041107,0.1514892280101776,current_plus_elo
2021-10-31,2122,Norwich,Leeds,0.1078357920050621,0.35518279671669006,0.5369814038276672,current_plus_elo
2021-10-31,2122,Aston Villa,West Ham,0.26682543754577637,0.20096898078918457,0.5322055816650391,current_plus_elo
2021-11-01,2122,Wolves,Everton,0.26074308156967163,0.3618551194667816,0.37740179896354675,current_plus_elo
2021-11-05,2122,Southampton,Aston Villa,0.5442206859588623,0.15538179874420166,0.3003975450992584,current_plus_elo
2021-11-06,2122,Brentford,Norwich,0.6318988800048828,0.14205607771873474,0.22604501247406006,current_plus_elo
2021-11-06,2122,Chelsea,Burnley,0.705237090587616,0.16821317374706268,0.12654972076416016,current_plus_elo
2021-11-06,2122,Man United,Man City,0.0850740596652031,0.1389380842447281,0.7759878635406494,current_plus_elo
2021-11-06,2122,Crystal Palace,Wolves,0.5059568285942078,0.21083059906959534,0.2832126021385193,current_plus_elo
2021-11-06,2122,Brighton,Newcastle,0.30986928939819336,0.32406601309776306,0.3660646975040436,current_plus_elo
2021-11-07,2122,Arsenal,Watford,0.5370314121246338,0.2120903581380844,0.2508782744407654,current_plus_elo
2021-11-07,2122,Everton,Tottenham,0.2804771959781647,0.21367520093917847,0.5058476328849792,current_plus_elo
2021-11-07,2122,Leeds,Leicester,0.21327142417430878,0.26243752241134644,0.5242910385131836,current_plus_elo
