model_version,features_added,train_period,test_period,accuracy,log_loss,Brier_score,calibration_score,expected_calibration_error,draw_recall,draw_log_loss
model_a_current_production,,2019-08-09 to 2025-01-25,2025-01-26 to 2026-05-24,0.48785046728971965,1.0437553095982905,0.6263841998192657,0.042870069436752166,0.04287006943675217,0.0364963503649635,0.5803492455456688
model_b_production_plus_non_pl_context,home_any_matches_last_14_days|away_any_matches_last_14_days|home_days_since_any_match|away_days_since_any_match|home_preseason_matches_last_60_days|away_preseason_matches_last_60_days|home_competitive_non_pl_matches_last_30_days|away_competitive_non_pl_matches_last_30_days|home_europe_qualifier_last_7_days|away_europe_qualifier_last_7_days|home_non_pl_points_equiv_last5|away_non_pl_points_equiv_last5|home_non_pl_goals_equiv_avg_last5|away_non_pl_goals_equiv_avg_last5|home_non_pl_shots_equiv_avg_last5|away_non_pl_shots_equiv_avg_last5|home_non_pl_context_available|away_non_pl_context_available,2019-08-09 to 2025-01-25,2025-01-26 to 2026-05-24,0.48785046728971965,1.0437553095982905,0.6263841998192657,0.042870069436752166,0.04287006943675217,0.0364963503649635,0.5803492455456688
